,Sales,Radio,SocialMedia,TV
1151,204.3764128,12.97856308,1.005704299,56.0
1152,197.7312739,15.76697775,3.123576476,55.0
1153,300.9241889,27.6452302,5.916649652,84.0
1154,305.6120608,30.35464777,7.753122794,85.0
1155,238.6030704,25.58280593,4.020770888,67.0
1156,59.49515943,7.197847026,1.394325609,17.0
1157,86.80395604,15.12646596,3.792188111,22.0
1158,36.86056147,5.040121601,0.704360749,10.0
1159,341.9124151,27.25291238,3.938099223,96.0
1160,141.1120057,14.37856572,0.241241209,39.0
1161,226.5901704,22.81691505,6.280742013,64.0
1162,215.5833592,13.09853245,5.210825936,60.0
1163,194.6287816,12.37094913,0.918581511,55.0
1164,206.4798298,23.74241823,2.585252416,57.0
1165,200.347425,11.22170396,1.626544308,56.0
1166,158.5393851,14.17801327,3.769634351,45.0
1167,43.42825766,6.636054358,0.838317446,12.0
1168,71.31864882,0.34573089,0.787325148,20.0
1169,328.4437938,26.86626542,5.435402212,92.0
1170,71.64559408,4.477489767,1.52846934,22.0
1171,248.0506236,22.85824494,6.146319119,70.0
1172,210.880927,16.77650201,0.471002112,58.0
1173,161.7826384,15.50255633,4.69488484,46.0
1174,155.0412374,15.51307679,1.626380158,43.0
1175,223.4236503,22.17656835,7.68073193,63.0
1176,164.214738,9.961821714,4.068030765,47.0
1177,229.2522388,22.06340243,3.577571811,65.0
1178,172.960982,8.208255183,4.305739085,49.0
1179,54.88491943,8.592102996,4.880310779,15.0
1180,96.75122632,9.406938289,4.527243502,27.0
1181,312.4340082,20.66269354,2.867545084,86.0
1182,350.7275252,34.22011288,4.474838371,98.0
1183,83.75148225,5.117508649,2.209701443,24.0
1184,46.90197979,4.782495242,1.413944986,13.0
1185,52.4151192,2.075971434,1.435038997,16.0
1186,84.12020878,12.05716495,1.448221333,23.0
1187,152.6018822,14.74315816,5.086102811,43.0
1188,252.8537271,26.23145593,3.893304561,71.0
1189,62.49807961,1.056114844,0.748769308,18.0
1190,345.0030328,35.16812138,6.795153993,95.0
1191,260.1810487,28.1170026,5.894168882,74.0
1192,300.0486748,32.27082677,1.256186655,85.0
1193,99.479876,8.643650064,3.579154088,27.0
1194,83.77156783,0.848264479,1.592571775,24.0
1195,220.304746,14.60464647,1.769477138,64.0
1196,142.6127026,10.48745064,2.202956943,40.0
1197,222.9096238,17.9879371,3.817063176,63.0
1198,130.9960832,17.03355173,4.427632709,36.0
1199,85.81164773,0.894522052,1.024989237,24.0
1200,281.5414585,25.70476151,2.284896577,80.0
1201,135.3643958,17.29712291,2.14164632,39.0
1202,52.3609775,3.443825411,0.082932606,14.0
1203,269.5336088,32.4386176,4.859321808,75.0
1204,130.2172702,6.128436597,1.455540155,37.0
1205,130.3708814,17.84312218,2.009779488,38.0
1206,45.07483438,6.233073586,3.695362555,12.0
1207,286.7701102,26.19652482,5.181134485,80.0
1208,322.3014359,24.92555148,4.999090743,91.0
1209,98.6526218,14.94411052,1.452690809,27.0
1210,266.3690338,23.68041523,3.618129755,75.0
1211,148.2586363,19.96957206,4.491042639,41.0
1212,69.69781948,6.870163575,5.127572518,20.0
1213,37.70652904,11.85393949,3.008452988,11.0
1214,239.1708881,18.14052759,1.952495587,67.0
1215,291.314666,31.18586055,7.488026788,82.0
1216,162.9001448,14.39237842,1.240397092,46.0
1217,235.9387612,15.96230199,4.823873221,67.0
1218,72.91644672,8.228726375,1.59572773,21.0
1219,170.4486331,15.83963977,5.286098271,48.0
1220,133.2701918,8.338703112,1.45363758,36.0
1221,333.9225156,26.72353586,3.600530083,95.0
1222,265.8966362,23.51262647,5.371989647,73.0
1223,231.7348707,10.70299962,2.756141184,64.0
1224,89.81015562,7.100091534,1.5936932,25.0
1225,144.0515004,6.409452082,3.61896382,42.0
1226,166.1240988,17.54913506,3.5932496,47.0
1227,284.7887164,27.01392648,4.050401703,81.0
1228,128.5775395,7.753853243,0.646902083,37.0
1229,153.0649097,22.07496465,3.662349016,43.0
1230,222.3419275,18.10614293,3.746012095,64.0
1231,172.7968154,24.2342799,3.802225298,50.0
1232,305.3832807,17.92814765,2.125619697,85.0
1233,133.9665006,14.82608899,5.056452865,37.0
1234,310.0064665,36.78144812,5.944544971,87.0
1236,313.0482667,28.32811978,2.4669255,88.0
1237,33.59144825,2.298248107,2.435478085,10.0
1238,87.8650301,14.68411591,0.975862762,24.0
1239,134.5871144,11.25013604,3.18319928,38.0
1240,348.837593,38.26367194,3.918182853,99.0
1241,118.8740489,22.70338207,2.302985634,33.0
1242,208.1833927,24.07376287,3.314484216,57.0
1243,256.1705613,14.31731074,1.755859447,72.0
1244,103.8744139,11.92270713,6.033385743,29.0
1245,147.4245875,21.84297247,4.621465773,40.0
1246,59.24360112,5.002416953,3.00718727,17.0
1247,345.054354,33.16691487,4.802682588,96.0
1248,167.4756663,17.92129715,2.374454098,46.0
1249,205.6516972,17.26553001,3.183217517,57.0
1250,126.1776343,16.01664419,2.893217344,36.0
1251,150.8827395,9.457616913,1.857779697,42.0
1252,322.8363326,29.0968972,6.041618334,90.0
1253,62.38868798,8.25489387,3.241749256,18.0
1254,179.782486,20.69590176,7.122475601,51.0
1255,94.77142622,15.02799004,2.260928448,28.0
1256,152.2200272,11.90949864,3.863594664,44.0
1257,61.92842166,0.544774758,0.584802079,18.0
1258,133.2952269,12.06842573,0.85156322,38.0
1259,230.4452322,18.47026586,3.450908225,65.0
1260,113.6807083,13.38002348,5.391596379,33.0
1261,260.9790138,25.85526144,5.046778104,74.0
1262,75.36215456,4.981465892,3.017010069,21.0
1263,262.0124404,29.34550253,3.295645315,74.0
1264,143.3820862,10.83821968,3.212553047,40.0
1265,336.6023006,30.97274726,3.950369298,94.0
1266,261.289447,24.56962198,3.306948842,75.0
1267,215.3913543,18.97689884,2.309437067,61.0
1268,329.0311993,35.31185933,5.238633498,92.0
1269,352.8999567,33.89927206,7.955180603,99.0
1270,237.886004,26.21474469,5.257853498,68.0
1271,145.7346993,19.99560462,4.136097691,42.0
1272,223.6950619,16.52948801,3.351418583,63.0
1273,268.791677,28.80884454,6.73194589,75.0
1274,50.73559898,17.87852819,6.684451448,15.0
1275,170.0457399,21.10566879,7.20966175,49.0
1276,232.6205345,18.92735337,7.016310108,66.0
1277,111.8268837,6.900105047,0.7423989,31.0
1278,202.9861934,20.7459852,4.241658945,56.0
1279,194.1291713,20.11177512,3.804180277,54.0
1280,214.1917541,12.23406316,1.659737604,60.0
1281,122.8236586,5.121271546,0.875164961,35.0
1282,177.1283951,8.412303495,3.642783793,50.0
1283,131.29209,14.42898333,0.246283393,37.0
1284,136.8019191,13.63285082,2.890436804,39.0
1285,102.3886217,18.40492335,2.688172679,28.0
1286,306.9884652,26.92871169,0.550205659,87.0
1287,218.092673,23.9098499,5.37298311,61.0
1288,140.1615469,8.588407255,3.068645816,40.0
1289,285.4800485,27.50669513,7.241425458,79.0
1290,41.39651524,0.216101168,0.753242703,11.0
1291,283.416972,27.51236249,1.032765641,80.0
1292,34.93300225,0.491153398,1.505058922,11.0
1293,330.640837,34.15861088,5.82074361,94.0
1294,295.4963766,25.04782863,3.111012701,84.0
1295,72.07541671,7.046414004,0.056054843,21.0
1296,57.40985369,10.32754546,1.40656398,16.0
1297,253.4622592,20.84941338,2.469887527,71.0
1298,88.80402133,0.975331234,0.409356653,27.0
1299,207.3302796,28.88785755,5.388404394,59.0
1300,79.69777425,13.1533711,3.584616882,22.0
1301,232.2761831,21.07836064,3.607061612,65.0
1302,99.48425179,3.306779995,2.690659024,28.0
1303,174.200192,14.87396622,1.638303876,49.0
1304,220.1068272,20.00446791,6.081970669,61.0
1305,256.0372024,24.68121877,6.002450357,72.0
1306,100.2771075,8.158783618,1.846245517,27.0
1307,176.9281077,12.39492222,0.742938135,50.0
1308,279.6918286,33.69096007,7.889353903,79.0
1309,200.1080526,17.73126576,1.135948669,57.0
1310,171.3306322,16.39876978,1.569718706,49.0
1311,72.31156329,9.578543177,2.141996655,20.0
1312,214.291665,8.856135087,3.232468215,59.0
1313,184.8950088,16.74509293,1.373291629,51.0
1314,234.3780869,29.06907952,3.380965049,65.0
1315,190.0490835,9.42171819,0.760326336,54.0
1316,102.4712089,11.26567713,0.144117014,30.0
1317,164.6380952,9.266865633,4.040010034,47.0
1318,257.6727806,22.37030589,0.171148051,73.0
1319,333.7007365,29.8950106,6.500131863,94.0
1320,34.0463585,6.492418979,1.307754019,10.0
1321,68.63176182,2.477590756,5.557077517,19.0
1322,279.4144408,19.57607017,4.32634078,79.0
1323,331.4446076,40.3813996,5.407997745,94.0
1324,228.577409,23.88150599,2.832255371,65.0
1325,284.0248239,33.31778758,5.06205685,80.0
1326,85.37271907,9.255560345,3.540823973,24.0
1327,127.2212975,5.785759307,3.368526918,35.0
1328,100.6415713,8.720237277,1.05124005,27.0
1329,347.8305464,34.15632865,6.982952679,98.0
1330,160.3981526,6.134131482,2.619106545,45.0
1331,106.3468306,15.47539803,4.828720171,29.0
1332,353.617947,41.1538091,4.31660016,100.0
1333,352.3179119,28.76670512,5.585103137,99.0
1334,55.40369343,17.75660719,4.547851426,16.0
1335,181.6616002,14.84955816,6.545391968,51.0
1336,234.3288131,22.15855916,2.197680767,66.0
1337,147.3867563,12.99793945,3.006704771,41.0
1338,122.9577834,12.14629522,1.992383015,35.0
1339,349.4961687,37.46822321,7.194404457,99.0
1340,51.78609705,10.41031566,1.834639961,15.0
1342,257.1804575,26.93997283,2.332437144,72.0
1343,48.86115001,2.797290618,4.83886776,15.0
1344,45.23135362,3.220673901,2.446239991,13.0
1345,222.5963753,17.07116687,3.800921079,61.0
1346,110.5825006,9.170028162,1.012183081,31.0
1347,209.1489884,15.2413917,0.114189919,58.0
1348,58.13798394,7.327697332,3.236219566,16.0
1349,195.7694205,14.05805349,1.497131726,54.0
1350,321.266614,32.98908421,5.114303431,90.0
1351,43.57911654,0.683476114,0.765877712,12.0
1352,209.1876697,24.66295001,4.291873948,59.0
1353,63.48794091,11.16675392,2.370877592,17.0
1354,213.9107918,23.53730258,4.940351212,60.0
1355,61.81393577,5.114304619,0.260751503,17.0
1356,94.28890228,6.831105212,1.051652994,25.0
1357,112.2035442,4.01212603,0.427108804,32.0
1358,169.8875281,20.27755079,0.747904517,47.0
1359,197.1858386,20.46156446,5.264913626,57.0
1360,173.0984379,13.68967669,3.947498786,48.0
1361,74.21648745,14.44136866,0.342016761,21.0
1362,97.36011862,9.569824803,2.216601931,27.0
1364,84.37002181,1.119933449,2.024287502,23.0
1365,62.00526615,2.609402156,0.055425098,18.0
1366,42.77124819,2.433254458,2.478694936,12.0
1367,290.5860748,25.70916199,5.579523367,81.0
1368,210.8924638,20.65364197,3.097761704,60.0
1369,327.771081,29.30608808,2.303326934,93.0
1370,167.6367081,18.85597236,2.305723529,47.0
1371,34.10189493,8.939084838,1.008130201,10.0
1372,197.6712502,20.1870126,5.001959098,55.0
1373,277.0929501,37.59808506,5.780036656,78.0
1374,284.7262777,26.98790612,3.081278114,80.0
1375,340.9498167,33.32069261,3.488541517,95.0
1376,176.0068363,16.94974752,1.348300822,51.0
1377,249.4106969,24.90507404,2.458070702,70.0
1378,292.0247067,31.8388312,3.84892856,83.0
1379,243.5008161,20.74153565,4.51238522,70.0
1380,326.2296412,36.90254427,7.630973429,92.0
1381,255.9716288,17.14796237,3.407461351,71.0
1382,60.38358214,12.54786817,2.389338867,16.0
1383,315.9003207,26.70268754,3.575561714,89.0
1384,214.7407046,20.19729211,1.344451932,61.0
1385,178.5935732,20.1474308,4.116821554,51.0
1386,209.0289496,20.71769224,2.66330205,57.0
1387,132.2091868,20.04563677,3.7938089,37.0
1388,56.07567864,4.597245997,1.669253333,16.0
1389,60.76229385,6.151246864,1.483987622,17.0
1390,152.4241128,13.99501231,0.845058595,43.0
1391,124.1332061,7.083959569,1.081620709,36.0
1392,321.3230185,23.72064054,0.690473124,89.0
1393,116.4897309,16.10664487,0.423792124,33.0
1394,352.3803252,34.41226462,1.939969763,98.0
1395,52.87884782,8.303409472,2.058523812,16.0
1396,211.203686,19.17142898,4.820069297,60.0
1397,140.9139961,12.16897263,1.785034944,40.0
1398,215.7297595,16.08778914,5.060162938,62.0
1399,95.28065047,10.81384681,2.310877745,26.0
1400,239.4136594,21.28876131,3.213254208,68.0
1401,306.4206717,24.74836655,2.607544268,85.0
1402,210.121506,16.64673559,6.234787461,59.0
1403,216.9365271,24.93153398,5.478962155,62.0
1404,209.3268298,21.11999146,5.703028235,60.0
1405,279.7655483,28.85380575,6.217753837,77.0
1406,283.5943902,30.0181942,4.184199312,79.0
1407,208.9592114,20.50407599,3.431358073,58.0
1408,358.8975626,34.36913284,5.77397264,100.0
1409,283.78129,23.9546322,3.203461356,80.0
1410,57.4053155,9.047571207,1.340007941,15.0
1411,262.8661923,20.74650679,1.918559126,73.0
1413,139.9053476,9.556845464,1.356011738,41.0
1414,343.1144234,29.649119,5.09171967,96.0
1415,348.1096475,28.72454528,6.334771996,97.0
1416,209.2848034,20.68293062,1.912705682,59.0
1417,215.4557751,14.31611675,3.134427989,60.0
1418,175.8979831,17.82159027,2.732126315,49.0
1419,83.19717896,10.2124244,0.104238928,23.0
1420,266.413766,24.45854148,4.009270923,76.0
1421,132.3142815,8.062971378,2.409346229,38.0
1422,81.69957779,2.353887518,1.093828271,24.0
1423,298.706397,20.31568063,1.682342275,83.0
1424,189.9324946,16.56332672,3.969570171,53.0
1425,114.2039293,8.183954068,0.147169499,33.0
1426,114.0368952,19.33747589,0.742523265,33.0
1427,331.006228,31.24781296,7.63806843,93.0
1428,216.0364765,22.69716459,6.146138462,61.0
1429,236.1821108,21.50116376,2.810213152,67.0
1430,177.4436895,8.283163563,1.257285088,49.0
1431,322.2209951,20.40428624,2.217787717,90.0
1432,244.8532522,17.02750719,3.249834162,69.0
1433,79.85053634,7.789761193,0.288511704,22.0
1434,192.682492,20.69486154,3.953574081,55.0
1435,242.9898876,16.67482871,1.329460183,68.0
1436,275.9579113,27.15924867,6.883559609,77.0
1437,249.0485731,25.92397364,4.101003394,70.0
1438,98.52768262,17.01736977,3.049292563,28.0
1439,115.6169326,11.95566454,3.206331913,32.0
1440,295.2811812,36.0042875,6.299889469,83.0
1441,140.2820132,16.43039265,0.629930468,39.0
1442,337.8500686,37.63339784,3.593898692,94.0
1443,142.9248859,14.85751537,4.283919463,39.0
1444,169.2278032,17.88145952,0.076059762,48.0
1445,287.2446931,29.04890683,1.976047337,83.0
1446,347.2449302,34.76307368,3.207630038,98.0
1447,260.1839205,26.57564178,2.874401986,73.0
1448,164.7607918,13.39621739,4.181491721,47.0
1449,213.9776583,17.21377371,3.625658422,59.0
1450,150.938614,13.78107412,1.250244985,43.0
1451,237.7629107,23.44360429,3.951207434,66.0
1452,37.09921372,6.171299414,2.248700745,10.0
1453,193.0901217,13.81708859,2.491412135,54.0
1454,84.8192448,13.022179,0.776760663,24.0
1455,182.7487325,20.82910512,3.906481634,52.0
1456,277.7194554,27.59973089,5.084562862,77.0
1457,216.6811536,20.21722551,6.875922114,61.0
1458,311.1146946,38.86435129,2.621418947,88.0
1459,328.3491751,30.29945976,5.942147048,92.0
1460,125.6101586,16.53025145,2.138833994,36.0
1461,303.1964247,26.01281569,3.027266611,84.0
1462,339.190205,31.26698648,5.332790413,94.0
1463,319.9056448,36.1004354,4.332061718,91.0
1464,84.62406262,11.1103027,1.609824309,21.0
1465,256.2428753,18.75537671,4.499500158,70.0
1466,302.0929048,30.18997846,3.43325727,84.0
1467,79.26863682,10.79356441,2.557924297,24.0
1469,44.05096813,7.444383355,5.103530387,13.0
1470,76.5992176,7.578230065,1.031606867,21.0
1471,353.251334,31.73905151,6.53042334,100.0
1472,267.7402836,23.59569776,4.519114653,76.0
1473,241.3945829,32.88272902,3.497704311,67.0
1474,264.2218327,24.18800586,5.899739191,73.0
1475,86.43456078,12.01841398,4.143639285,25.0
1476,79.41889491,17.77730935,3.588287267,23.0
1477,40.67745075,8.572132356,3.802582991,11.0
1478,123.4259731,20.38097787,3.928353632,36.0
1479,347.7659391,38.17272809,5.546782045,97.0
1480,201.9961016,14.15724514,3.449239584,55.0
1481,42.18314566,2.608126516,2.573891358,11.0
1482,162.7823996,24.51757273,1.461142201,46.0
1483,113.4593656,3.117856352,1.381985223,32.0
1484,261.9747959,25.11653866,5.846600188,74.0
1485,58.53156501,12.39563737,1.908127571,14.0
1486,233.0154686,22.46616939,7.150085369,64.0
1487,236.0814972,22.33069931,4.741691262,66.0
1488,62.19423217,3.562325119,1.729921479,19.0
1489,170.8145171,22.48656303,4.686640068,50.0
1490,165.7856483,20.82015775,3.598794638,47.0
1491,162.1521711,19.46702048,1.145521306,46.0
1492,174.8039768,16.68128451,1.258518049,50.0
1493,316.1769362,31.55684861,6.639293117,89.0
1494,347.5891327,34.46795513,4.088163909,97.0
1495,190.619282,5.856616799,2.762125352,53.0
1496,160.9908055,15.44215432,1.161453302,45.0
1497,101.4386575,9.812923503,0.369971776,28.0
1498,186.8078147,24.63674178,3.396340616,53.0
1499,273.6113122,30.78263387,4.327262063,78.0
1500,334.8717431,23.77163648,3.688207002,93.0
1501,355.3297239,32.57274847,5.430991677,100.0
1502,34.56679012,4.693662632,2.156240536,10.0
1503,164.3390498,12.90064612,0.843237641,45.0
1504,231.3658464,24.95557114,3.886572721,65.0
1505,188.1511842,19.89061645,3.079466745,53.0
1506,154.3991126,6.89825317,0.646096057,43.0
1507,98.73333034,7.191053729,0.032587652,28.0
1508,247.9036965,20.91279178,4.007210363,70.0
1509,56.43314187,8.511221137,2.605974425,16.0
1510,284.9795608,21.66131793,4.286278224,80.0
1511,183.9145347,14.68622497,3.854732763,52.0
1512,284.4296988,24.53215154,5.363193035,81.0
1513,278.7830371,29.27454206,1.791240836,79.0
1514,348.4377445,27.98283498,3.500553519,96.0
1515,144.8765937,19.94695027,4.409942415,40.0
1516,243.8078034,27.08276724,3.996892883,69.0
1517,45.40662239,1.067301036,0.825314156,13.0
1518,46.48788091,3.047946161,0.998475322,14.0
1519,247.9725884,22.02797304,5.556095046,70.0
1520,237.759577,18.27604405,2.348785403,67.0
1521,104.4446664,22.46689109,4.616527829,30.0
1522,196.4379226,16.76213505,5.647998207,56.0
1523,173.2842591,24.05831736,4.741096535,50.0
1524,157.8814771,13.48532605,5.942775544,45.0
1525,339.2103946,31.0321785,2.172376019,96.0
1526,295.9333467,26.53276921,4.872160564,82.0
1527,61.63307421,13.68520147,2.216926901,19.0
1528,121.0863531,16.58869133,2.016096817,33.0
1529,266.3278715,28.3134171,5.173771428,76.0
1530,236.3068542,13.8307792,2.90002924,67.0
1531,40.14105417,4.952002391,7.309016168,11.0
1532,188.667483,10.29724464,1.36503372,55.0
1533,311.4335461,32.28081447,4.606427961,89.0
1534,232.9948515,30.51105176,2.625733254,66.0
1535,80.97345703,1.551591041,0.486129113,22.0
1536,308.0598456,26.71216178,5.834040145,88.0
1537,222.395167,18.0716099,4.009603049,63.0
1538,316.3148646,18.42630998,3.158669402,89.0
1539,351.0535774,32.98528869,3.891731352,98.0
1540,173.5896069,7.903492524,1.551582154,47.0
1541,152.0483513,12.11627058,4.173004258,43.0
1542,218.9860804,24.68551263,5.22238047,61.0
1543,175.9890313,30.89320729,7.389871572,51.0
1544,333.932421,32.53845535,5.331902545,93.0
1545,130.7588912,16.50000902,3.138409019,37.0
1546,73.39580202,7.771726602,2.075967643,21.0
1547,143.856228,8.922966385,2.254832178,42.0
1548,314.8295426,20.72482281,4.321570987,88.0
1549,209.3645304,25.19640177,3.404124993,59.0
1550,121.8138666,7.868479803,0.06731754,35.0
1551,257.1158759,22.66567386,5.289217664,72.0
1552,166.0603064,22.38166556,2.322283907,47.0
1553,282.61784,32.20083678,5.583016234,80.0
1554,93.01538817,4.545110873,2.852404636,26.0
1555,189.9203029,16.57349003,0.928129377,51.0
1556,323.1347398,14.39599154,0.895646184,90.0
1557,278.7620332,28.11706363,4.28069051,78.0
1558,247.5921365,19.83350146,2.169126347,70.0
1559,273.467668,21.52322437,3.905081353,77.0
1560,299.831784,32.16505613,5.313501318,85.0
1561,177.3238903,29.05558455,6.136696879,50.0
1562,38.69555595,10.03259879,0.684486506,11.0
1563,257.6681116,23.16628697,4.273919017,73.0
1564,90.67791735,13.89189629,2.39359741,26.0
1565,250.6669444,25.6542875,6.396459843,72.0
1566,236.0313106,25.80615546,5.848905295,66.0
1567,249.9984974,14.41461909,1.874666304,70.0
1568,277.361873,28.54447728,4.952881046,79.0
1569,270.3551046,27.79645954,3.915785408,76.0
1570,73.83086992,13.85032361,2.900443085,21.0
1571,174.5142338,10.81167265,3.056311578,49.0
1572,321.7478782,32.75641678,1.581845181,90.0
1573,54.81334067,8.240898541,4.207676862,15.0
1574,95.49114899,11.58423742,2.547683061,27.0
1575,83.99009901,6.688832575,1.043337879,24.0
1576,103.1628319,5.930538265,0.861035978,28.0
1577,265.7948897,22.71907633,3.566563314,75.0
1578,204.4063412,15.69086872,3.143849286,58.0
1579,59.7933953,10.75229268,1.832885616,18.0
1580,91.03215459,5.717314068,0.126471551,25.0
1581,156.493122,17.26923733,2.668721882,43.0
1582,150.2588494,15.399307,1.168398986,41.0
1583,220.165067,11.51253111,2.793347914,61.0
1584,41.63749948,3.781891222,1.888196109,11.0
1585,160.4675811,15.73424826,3.670681166,46.0
1586,148.9220025,11.95627229,1.748785255,42.0
1587,271.5474018,21.62079765,3.571579662,77.0
1588,281.9068631,15.73486797,0.509432226,78.0
1589,113.3989396,7.801082015,1.758760771,32.0
1590,267.235998,25.26324859,2.504473175,75.0
1591,80.50988544,10.90658815,0.283125518,22.0
1592,283.1115459,28.86285965,1.487848366,79.0
1593,176.1282464,7.870960618,4.867663371,49.0
1594,236.1719099,22.46543434,0.283374568,66.0
1595,167.9770283,9.721111207,0.881835115,47.0
1596,345.7806832,38.09039458,4.942815974,96.0
1597,147.5554217,16.05076847,1.614349914,42.0
1598,119.0233823,12.52223274,0.056339938,33.0
1599,139.9381321,13.19401085,3.892134438,40.0
1600,246.7614496,21.85879116,3.273587772,69.0
1601,176.9729111,18.9396793,2.457398302,50.0
1602,63.35830561,10.32892552,0.22490442,17.0
1603,138.7518293,14.37870711,2.671230095,39.0
1604,123.0024932,18.84526775,6.501071139,34.0
1605,82.14573955,15.98558312,6.713201271,23.0
1606,243.5681539,19.89609401,3.691370434,68.0
1607,242.827857,29.49996311,3.520463252,68.0
1608,171.1891551,21.10940259,4.247449589,49.0
1609,105.2992687,10.55302912,0.818136405,30.0
1610,104.9023676,4.952167506,0.015178191,29.0
1611,151.1494622,16.40090079,5.537219727,43.0
1612,332.1394819,33.30626217,5.365256008,92.0
1613,306.4455341,22.97221688,0.569872983,87.0
1614,257.8633264,19.7537397,4.996981078,74.0
1615,296.5404942,29.62779345,4.967052169,83.0
1616,66.70886844,12.96311522,0.910273486,18.0
1617,141.6144208,18.44826657,2.240236875,40.0
1618,163.3526701,17.60586851,2.785139037,47.0
1619,353.1287078,35.08319587,6.750893552,100.0
1620,82.87350391,12.20577282,0.209628861,22.0
1621,78.1091351,4.631875016,1.714052811,22.0
1622,347.1460055,32.81499473,6.469135436,97.0
1623,210.6886426,18.73693928,4.166428183,59.0
1624,118.717563,6.288521566,0.784940388,34.0
1625,276.0140254,27.18067734,3.462775387,78.0
1626,155.787445,13.79194397,4.325957086,44.0
1627,66.20189021,12.91275537,0.141228007,20.0
1628,81.24394386,8.539958592,1.726208762,22.0
1629,196.5945084,12.41464256,0.67122054,56.0
1630,282.4714683,32.46276288,7.394593343,81.0
1631,119.9675456,14.41990991,3.449966023,34.0
1632,90.93193458,1.4394043,0.476601268,25.0
1633,338.1495517,30.79811267,4.432037098,95.0
1634,202.3643006,11.27077509,0.489079881,57.0
1635,349.063226,30.33118132,6.874902604,99.0
1636,279.2291959,26.71815053,3.363133607,78.0
1637,147.7748273,3.554830199,0.175409196,42.0
1638,56.11037488,14.11605382,2.421047312,16.0
1639,274.5720105,26.85928418,4.954590412,77.0
1640,84.23062597,12.90902808,4.127052774,24.0
1641,95.39293351,6.029834723,4.226553307,28.0
1642,118.1257389,16.54897865,2.507602578,34.0
1643,33.77579231,3.795386859,0.08705152,10.0
1644,303.3009791,21.84650885,1.464674884,84.0
1645,90.8262619,10.14884347,4.178689225,25.0
1646,255.8479365,9.960783911,0.563444389,71.0
1647,46.00775135,7.54871986,0.881171591,13.0
1648,91.22124236,11.43091748,1.637087299,26.0
1649,339.6879601,27.05157984,2.847943087,96.0
1650,56.18992373,2.181141862,0.316356235,16.0
1651,214.2691154,18.35068386,1.831142407,59.0
1652,136.2090591,18.37349871,4.085720398,37.0
1653,41.7006822,1.578916632,4.637683176,12.0
1654,307.8322326,40.5572006,3.490643013,86.0
1655,245.2377744,18.75119331,4.596953264,68.0
1656,317.0033014,25.7252168,2.967397866,89.0
1657,56.76894157,0.364453104,0.471870511,16.0
1658,184.4052178,18.22775097,1.46423568,52.0
1659,75.12890956,12.14047899,2.424122986,21.0
1660,283.8539032,21.65921915,0.185140718,80.0
1661,330.7683247,33.44612465,6.737926736,93.0
1662,130.1052305,11.74323228,1.380873108,36.0
1663,343.006536,32.57632596,4.849638451,96.0
1664,262.2812906,19.18375248,3.345825344,73.0
1665,284.9354724,26.50857047,0.441110839,80.0
1666,241.3253526,17.30522246,3.579885761,68.0
1667,307.3900957,26.2868629,1.777654087,87.0
1668,236.1587125,20.43830433,2.097019822,66.0
1669,225.0827009,22.23688421,5.39787857,64.0
1670,336.004897,27.44276637,2.375615308,94.0
1671,301.566465,34.75985708,7.786331165,84.0
1672,217.3399513,19.81327192,0.733182064,61.0
1673,246.4092004,16.14051524,3.698544745,69.0
1674,336.9047215,27.63922592,3.796985953,94.0
1675,149.3342017,13.76651754,1.667909691,42.0
1676,112.929838,8.307830874,3.835013023,32.0
1677,64.91713396,24.48425958,5.258960389,18.0
1678,343.302666,33.24653379,3.953012517,96.0
1679,311.5458763,20.86981195,7.882758146,89.0
1680,186.6132475,21.22223249,3.97683231,53.0
1681,223.6224376,13.68365047,2.722705333,62.0
1682,304.5559203,32.11478337,6.307491644,85.0
1683,355.4113311,29.61090382,4.297266947,100.0
1684,101.2131872,13.44187653,5.166034391,28.0
1685,176.294088,22.29554389,2.821388736,50.0
1686,96.7886356,10.27052279,1.711637177,26.0
1687,137.1191055,5.283799574,0.056516876,40.0
1688,78.82271742,11.86861071,0.222563672,22.0
1689,139.5289455,21.75233897,6.362993293,39.0
1690,345.4002424,39.72720142,5.700071103,97.0
1691,57.6272184,11.65346233,0.4192589,15.0
1692,146.4444888,6.574754043,1.906421473,42.0
1693,213.232032,29.91466827,7.566088234,60.0
1694,134.5819911,16.88059995,4.300450043,39.0
1695,213.5462203,21.73227479,1.164412348,59.0
1696,44.24211889,1.785753879,1.150818911,13.0
1697,301.2905938,26.31262933,3.527462273,85.0
1698,330.1523834,14.97152964,4.950837638,93.0
1699,133.8829994,19.77258376,1.932404713,39.0
1700,78.67476945,15.57823282,0.613989803,24.0
1701,141.1148856,6.840434393,2.21127782,40.0
1702,335.5279533,30.74081606,1.325993613,94.0
1703,105.2733,8.594467237,6.259991431,29.0
1704,267.1082037,23.21583157,2.823404512,75.0
1705,297.1210103,30.88592551,2.762634911,85.0
1706,181.3659079,15.57082643,4.419476769,51.0
1707,136.5731341,16.22896033,1.856518043,37.0
1708,64.96739545,10.61128089,2.088636201,18.0
1709,44.56330667,1.132159663,2.182918919,13.0
1710,316.0227054,29.89162818,7.445374733,90.0
1711,136.9299956,10.62808317,4.223887377,38.0
1712,313.8384574,31.34456883,5.531733764,89.0
1713,90.85086418,4.561389512,1.791092844,26.0
1714,328.2091588,31.09859014,5.451928941,92.0
1715,213.8418717,19.56382452,3.911593076,60.0
1716,242.9322355,15.84387923,0.274847731,67.0
