full_text,class
"@geloraco Jnganlah, kasian den ganjar uda lari mraton senusantara",2
"Program-program GP👍 Aplikasi Jalan Cantik yang diluncurkan Ganjar dipuji warga. Aplikasi Jalan Cantik yang diluncurkan Gubernur Jawa Tengah Ganjar Pranowo sejak 2019 lalu, terbukti efektif untuk menangani jalan rusak.   https://t.co/8qyHrNuGjh Keysia Dingin Bali Tidur Binus https://t.co/xXQitiIIXD",1
@yusuf_dumdum Njaar..ganjar...bener2  boneka manja. baju saja dibuatkan pak de..,2
Not a fan of Ganjar. Tapi kalo pns pungli lu masih bela ya tolol wkwkkwkw,0
"@VIVAcoid Ini artinya Pak Jokowi tak pandang bulu...meskipun orang2 yg mendukung beliau, tetep diadili jika salah...pokoknya Pak Jokowi selalu di hati kami, dan in syaa Allah tahun depan kepemimpinan beliau akan dilanjutkan oleh Pak Ganjar, in syaa Allah demi Indonesia Maju dan Berdikari💪",1
Ganjar Pranowo membahas masa depan bangsa bersama Gus Mus dan Gus Bwha #GanjarCapres https://t.co/WZIyTEin6o,2
Usut Punya Usut Prabowo Akan Dapat Tiket Capres PDIP Gantikan Ganjar? https://t.co/wu3P3VDdxm,1
"@detikcom Waduh, kemeja gue yg begini harus gue simpan atau bakar aja ah.. jadi males make nya,ntar di kira penduduk Ganjar..🙄🙄",1
"@mblengkung @merapi_uncover @ganjarpranowo @humasjateng @provjateng @Kemdikbud_RI @detikcom @kompascom @KompasTV @hariankompas @SCTV @Liputan6SCTV @Official_MNCTV @MNCupdate @MNCkoranSINDO @cnbcindonesia @cn Dan sayangnya tidak ada respon dari Ganjar akan masalah ini. Padahal gubernur Jawa Barat sudah tegas bertindak pada pelaku kecurangan PPDB SMA di Jabar. Jateng kok memble, opo mergo meh nyapres ??? Sabaaar nggih mas 🙏",0
"Ganjar Pranowo bertemu dengan puluhan Masyayikh dan Habaib se Indonesia di Pondok Pesantren Al Anwar Serang, Kab. Rembang #GanjarCapres https://t.co/ty5sRkLaV5",2
@alisyarief cocok kan ganjar tahanan korupsi,2
"@CNNIndonesia Lines of dangerous .garis garis ke hancuran di wariskan jokowi ke Ganjar hutang luar negri yg meroket ,rakyat dan anak cucu cicit kita harus membayar .yg menikmati super rich 1 % setan kapitalis .garis garis kematian  kriminal demokrasi",2
"@ganjarpranowo memiliki visi misi yang sama dengan Pak Jokowi untuk keberlangsungan pembangunan menuju Indonesia Emas pada 2045.   Masyarakat siap dipimpin Ganjar, bersama Ganjar Indonesia menjadi negara yang makmur, aman, dan sejahtera.  Keysia Dingin Bali Tidur Binus https://t.co/UbsIwrNWdU",2
"Baliho ganjar: TURUNKAN! tanpa disuruh  Baliho prabowo: oh, ada laporan masyarakat, kami akan turunkan  Ngerti bedanya? Netralitas itu apa???????",0
Ganjar Pranowo membahas pembangunan IKN Nusantara serta isu pendidikan dengan para Masyayikh dan Habaib #GanjarCapres https://t.co/YaAQ5sgrKp,1
"@ganjarpranowo Masih MU kan pak? Bagi donk kemeja garis lurusnya.. Semoga sukses pak, aku dan klg pilih pak Ganjar.",1
Poor Ganjar 🤣 https://t.co/cSG1aUvL84,1
@Gus_Raharjo Mana bisa vro.... bowo bukan tipe yabg mau mendengar sperti pak ganjar wkwk...  pemimpin jadul...maunya monolog trus...,1
"@DokterTifa @DokterTifa heran deh, sakit hatimu ke Ganjar kayaknya sdh sampai ke ubun ubun, sampai kau jualan nama Allah dan kau lukai hati org Jawa demi agenda pribadimu sebagai penjilat capres junjunganmu. Tunggu saja pembalasan dari Tuhan, atau balasan orang Jawa yg kau sakiti hatinya.",2
"DISAIN BAJU HITAM PUTIH KAYAK SELIMUT UNTUK CAWAPRES GANJAR,,,PAS SEKALI DI DISAIN JOKOWI..  bermakna...apa pun yg dilakukan oleh pdip dan rejim pki hanya akan meninggalkan jejak hitam yg kelam di atas putihnya hati nurani rakyat...apakah bajingan2 tsb yg akan kalian pilih ???",1
"Survei Capres dan Cawapres 2024 Terbaru Juli 2023, Elektabilitas Capres Prabowo, Ganjar, dan Anies   https://t.co/eVFXDGy6fg lewat @tribunnews   #surveicapres #elektabilitascapres #prabowo #ganjar #anies",0
@NajarSiregar @gus_dibyo @ganjarpranowo Den ganjar Mendadak MINGKEM.. ??  Piye iki 😄🤣,1
"@Dennysiregar7 Sesama Buzzer tuh selalu beda pendapat, @kurawa bilang kemeja terbaru ganjar warna hitam putih seperti selimut RS, sedangkan Om den bilang sudah benar"", kalian sebenernya satu pembina atau beda pembina om om 😆""",1
"@03__nakula lah kok nesu su... lapo loh,. wes jelas ganjar gk duwe prestasi ko nesu su.asu",0
@Dennysiregar7 Ganjar mulai di tinggalkan..hahha,2
"Ganjar Pranowo menyebutkan desa anti korupsi di Jateng, bentuk dukungan kepada KPK #GanjarCapres https://t.co/5rrgB1goCd",2
Keberhasilan @ganjarpranowo memimpin Jateng dapat menjadi cerminan dalam memimpin Indobesia . Masyarakat siap dipimpin pak Ganjar karena dinilai paling tepat memimpin Indonesia dalam mewujudkan visi Indonesia Emas 2045.  Keysia Dingin Bali Tidur Binus https://t.co/0GNC352HW6,1
"Masyarakat menilai, Ganjar Pranowo semakin dipercaya lanjutkan togak kepemimpinan Indonesia #GanjarCapres https://t.co/8sZoDYpiPu",2
"Masuknya Relawan Jokowi dalam Kabinet, Berpotensi Ganggu Pemenangan Ganjar https://t.co/v6JRY6uljJ",0
"Ganjar Pranowo bisa mempersatukan umat islam berbagai ormas dan yang  berbeda keyakinan ,  mampu menjaga toleransi  Serta mampu &amp  berani melanjutkan pembangunan demi menjadi negara maju , sejahtera berkeadilan.",0
"The next presiden Indonesia, Ganjar Pranowo tekankan prinsip tidak berbohonh dan tidak korupsi... Komitmen!! #GanjarCapres https://t.co/yZ53PzmsQC",2
@Dennysiregar7 @budimandjatmiko ooh jadi dia tau ganjar bakal kalah ya makanya dia say hello dgn prabowo,2
Aplikasi Jalan Cantik yg diluncurkan Gubernur Jateng Ganjar Pranowo dipuji &amp  diapresiasi warga. Kehadiran aplikasi tsb memberikan kemudahan kpd masyarakat utk membuat laporan &amp  mempercepat proses perbaikan jalan rusak. Pak Ganjar memang brillian.  Keysia Dingin Bali Tidur Binus https://t.co/IxAI5Fh23P,1
@Ganjaran_app @jokowi @ganjarpranowo Pak Ganjar terlihat sangat bahagia memakai baju yang di desain oleh pak Jokowi 🥰,1
Aplikasi jalan cantik yang diluncurkan Ganjar dipuji warga. Laporan tentang jalan rusak melalui aplikasi Jalan Cantik direspons cepat. Adapun Jalan Cantik merupakan aplikasi yang dimiliki oleh Pemerintah Provinsi Jawa Tengah. Keysia Dingin Bali Tidur Binus https://t.co/NihburWVOe,0
Keberhasilan Ganjar Pranowo memimpin Jateng selama 2 periode tercermin dari segenap prestasi dan juga kinerja yg di apresiasi oleh byk  lembaga &amp  kementerian.  Keberhasilannya dlm memimpin jateng ini menjadi cerminan Ganjar jika memimpin Indonesia.  Keysia Dingin Bali Tidur Binus https://t.co/hQRIFIgy42,1
@ilhampurnama887 masalahnya agama juga dijadikan bisnis mas😁😁. baik dari radikal maupun moderat apalagi musim pemilu pasti bawa-bawa agama biar menarik simpatisan yang fanatik beragama kaya baru-baru ini anies dianggap imam mahdi dan ganjar keturunan nabi😁😁,1
Diserang Lima Kubu: Tahun 2024 PDIP dan Ganjar akan Tenggelam https://t.co/Lhh69odyi6,2
@anon_sialan Ganjar setingkat lebih lucu dari Aldi Taher,0
@Ganjaran_app @jokowi @ganjarpranowo Pak Jokowi selalu mensupport pak Ganjar,1
"@Miduk17 @Yopiluthfi2 Kalo bukan baliho Ganjar yg di turun kan pasti di dukung,tapi ini baliho Ganjar,pujaan mereka.",0
"Survei Terbaru Capres Pilihan Milenial, Anies-Prabowo-Ganjar? https://t.co/JpAYT8TfPC",0
"@tyoojani @HendrieBagusSa7 @ganjarpranowo Emang kamu udah riset dan pastikan bahwa itu jalan kabupaten ??? Dan kalaupun bupatinya tidak segera action, rakyat minta tolong ke  Ganjar sbg gubernurnya, gak bisa gitu ??? Pendukung oon kau !!!!",2
@MasBolali @budimandjatmiko @PDI_Perjuangan @ganjarpranowo Capres pak Ganjar Pranowo TOP emang 2024 Presiden RI Anies Rasyid Baswedan.,2
@psi_id PARTAI YANG BIKIN AHOK TENGGELAM... KINI GANJAR MAU DIBUAT TENGGELAM. KARENA CARAMU BERKAMPANYE DI MEDSOS.,2
@seruanhl yg sudah pasti terdaftarkan baru Pakde Ganjar yg lain masih mimpi ....  ngapain manuver2 jadi urusin saja dulu koalisi ntar malah gak terdaftar  belum nanti cari capresnya lebih jelimet ....,1
@Ganjaran_app @jokowi @ganjarpranowo Semangat ganjar pranowo dalam memperjuangkan rakyat,0
@MANDREX19 @tvOneNews Jenderal andika perkasa kan yg jadi calon pendamping ganjar. Kenapa dgn gatot 🤣😄🤭,0
@Ganjaran_app @jokowi @ganjarpranowo Kita membutuhkam pemimpin seperti ganjar pranowo,1
Silaturahmi Relawan Pendukung Ganjar. Ayo... saatnya kita kumandangkan Gerakan Garis Lurus ! Merdeka 💪💪🇮🇩  @ganjarpranowo https://t.co/PpA8eOfVbM,1
@Miduk17 @Panitia68285950 @Miduk17 ...mungkin maksud lho Ganjar sudah bicara karya orang lain yah..bhaa..bhaa...,2
@Ganjaran_app @jokowi @ganjarpranowo Perhatian banget jokowi kepada ganjar pranowo,1
@OposisiCerdas Stadion yg mengapung di atas awan akan di bangun Ganjar jika menang. Bagi penonton yang akan menuju stadion menggunakan tol langit yg telah dibangun Jokowi Indonesia akan hebat Ayo sodara sodara kita pilih Ganjar berame rame..,1
"@rahmani_ima Pendukung Prabowo all out agar terkesan mendapat legitimasi dukungan dari Jokowi, pun pendukung Ganjar juga..lha padahal ex pendukung Jokowi skg nyaman sbg massa mengambang...buat apa saling klaim dpt dukungan  Jokowi coba? Konyol kan 😄",1
"@MARQUEZ__93 @niwablezinky Semoga sandi diterima jd cawapres Ganjar, kan itu maunya jelas kan",2
@PetitahP Hehehe kwalitas pak Ganjar dibawah Budiman s?? Coba dulu nyalon jadi kepala daerah dikelahiranya,1
@uaisadam @ch_chotimah2 Ganjar disidang EKTP...gq mau ngaku 🤣,2
@KompasTV Biar ndoroh ganjar klihatan tegas  Demi citra dan suara semua perlu dicoba,2
"@yunartowijaya @budimandjatmiko Djokowi Bukan segalanya. Mau DJokowi dukung Prabowo atau Ganjar, In sya Allah Rakyat tetap akan memenangkan Pak @aniesbaswedan",0
"@Paltiwest @Puspen_TNI @_TNIAU Wajar Dia kan KEMENHAN hahahaha Sama seperti halya pak Ganjar yg  memasang sepanduk,baliho di wilayahnya Ya gak masalah,lah dia gubenurnya  Gak usah diributin ,lah Lagian kan baru capres partai, blom resmi terdaftar di KPU Hahahaha",0
@PKSejahtera @DrSukamta Alhamdulillqh  Saya bukan PKS,1
Bulan juli bulan suro manut Jokowi pilih Ganjar Pranowo  Dukung Ganjar RI1 👍  Pendukung Ganjar mana suaranya 😍 https://t.co/nn0Xf0aYwb,2
Maaf ya Bun!  Hebohnya dimana?  Pak Ganjar Pranowo bukan ngebet nyopras-nyapres karena beliau memang layak jadi presiden.,0
@Johnver22575404 Pudelnya ganjar yg satu ini rajin kaing2,1
@SantorinisSun Sy juga pilih Ganjar,2
@kompascom Tumben diadakan di jawa tengah pak ganjar coba sekali kali diadakan di sumatra kan semangkin terkenal,1
"@ajengcute16__ @ganjarpranowo Oposan selalu gerah sama Ganjar,,,harusnya berusaha menaikkan elektabilitas Anis yg berada di buncit",0
@NinzExe07 Ganjar presiden...mampus ini imam cabul...,1
"DISAIN BAJU HITAM PUTIH KAYAK SELIMUT UNTUK CAWAPRES GANJAR,,,PAS SEKALI DI DISAIN JOKOWI..  bermakna...apa pun yg dilakukan oleh pdip dan rejim pki hanya akan meninggalkan jejak hitam yg kelam di atas putihnya hati nurani rakyat...apakah bajingan2 tsb yg akan kalian pilih ???",2
"Selamat pagi semua... Selamat Nusantara.... Selamat menjalankan aktivitas, semoga Yang Maha Kuasa selalu melindungi dan melancarkan segala urusan hari ini.  Jangan lupa kita panjatkan doa pula untuk Bacapres Ganjar Pranowo 2024 presiden RI. Aamiin! https://t.co/BTlEmUl5Oh",0
@Sotoy47098889 @VillageJaguar @ch_chotimah2 @erickthohir @ganjarpranowo Betul Wlo gue gak dukung prabowo tp prabowo kans menangnya 75% drpd ganjar,1
@Johnver22575404 Pudelnya ganjar kaing2,1
@SekarJayanti07 @ChyanaSurdin @psi_id eeh dia habib lho??  Entah ikut DNA siapa?,1
@vanc1Bozz Sebenarnya buang buang energi dan orang Jawa bilang muspro jika mendukung Ganjar Pranowo. Kita buktikan dengan rekam jejak dan prestasi. Semoga Allah SWT memberikan pertolongan untuk perubahan Indonesia yang berintegritas dan berkeadilan menuju Indonesia yang lebih baik.,0
@abwnews_ Lebih fenomenal lagi ganjar pranowo datang dari rakyat jelata....dan asli bukan keturunan,0
"@blackshark_7890 @Betadin7 Justeru krn jilatan nya itu scra tdk langsung ia tlh mbuka borok si Ganjar,knpa? Krn dia bkta,mas ganjar sdh mbuat kemiskan di Jateng menurun"" yg dia maksud kemiskinan Jateng menurun ke anak cucu/diwariskan ke anak cucu bkn bgtu pak..""",1
@ChyanaSurdin @psi_id Imigran bikin resah https://t.co/Mcw4GW0P0p,0
@AndiSinulingga Kalau gak dicopot katanya mencari simpati sama guru.....dan itu membiarkan pungli  Kalau di copot katanya mencari simpati karena mau nyapres...padahal dulu baru jadi gubenur di periode pertama ganjar sdh bikin gebrakan di jembatan timbang dishub itu masih jauh dari pilpres lho...,1
"DISAIN BAJU HITAM PUTIH KAYAK SELINUT UNTUK CAWAPRES GANJAR,,,PAS SEKALI DI DISAIN JOKOWI..  bermakna...apa pun yg dilakukan oleh pdip dan rejim pki hanya berupa jejak hitam yg kelam di atas keputihan hati nurani rakyat...apakah bajingan tsb yg akan kalian pilih ???",1
Pak Ganjar Pranowo siap melanjutkan program Presiden Jokowi untuk Indonesia berdikari https://t.co/h41O2eHGlH,1
@yunartowijaya @budimandjatmiko Ada misi mempersatukan ganjar dan prabowo. Krn hasilnya akan dilaporkan ke hasto dan puan.,1
Pak Ganjar Pranowo pantas menjadi Umara yang berdampingan dengan Ulama. https://t.co/XVCYnd3dVk,0
@GilaFilmID Gak bahaya tah?   Ini mah loyalis ganjar,1
@ch_chotimah2 Seiring waktu berjalan Ganjar akan seperti Jokowi..🙏🙏,1
Pak Ganjar Pranowo siap melanjutkan estafet kepemimpinan Presiden Jokowi https://t.co/j9pTOTJVQV,2
Pak Ganjar Pranowo layak melanjutkan kepemimpinan Indonesia https://t.co/2uVxzotVYS,0
"Rezim orba memang end, Ganjar yang akan meneruskan kerja dan program Jokowi di 2024.",1
"Pendukung Ganjar, please jngn bully mas Bud. Kita tdk tahu apa yg sdng berkecamuk di dada nya. Semoga PDIP bijak menghadapi ini. Sedih memang 😔😔😔",1
@ganjarpranowo Sy dulu berharap.. Prabowo - Ganjar.....,1
Pak Jokowi 🥰 peduli untuk pak Ganjar.the next président RI,2
@papaagulaa @KimanTongkodu @tempodotco Entah masih mistery mahoni monas? Yemen ahlivsulap 🤣 https://t.co/37HnaaPyhJ,1
Ganjar memang yang terbaik   #GanjarPranowo https://t.co/LRinDbaa4A,1
Pak Ganjar Pranowo memang terbaik 👍💯 https://t.co/40UyylRsZX,2
Ganjar memang yang terbaik   #GanjarPranowo https://t.co/179RIwGe28,2
@Leonita_Lestari Makanya terima aja logika yg paling mungkin utk Indonesia semakin maju ke depan  Prabowo - Ganjar. Pasti cocoklah utk melanjutkan visit misi kebangsaan Jokowi (Jokowi = rakyat). Bravo mas Budiman👌👍,0
Pak Ganjar Pranowo pemimpin yang dekat dengan Ulama. Mantap! https://t.co/aF8Nrn9AFH,1
Pak Ganjar Pranowo adalah tipe pemimpin yang memahami betul permasalahan Indonesia. Dukung Pak Ganjar Pranowo untuk menjadi Presiden Indonesia https://t.co/OQfiu2Cj9K,2
ERICKTHOHIRNEWS|  Erick Thohir Sebut PAN Minta Dampingi Prabowo atau dan Ganjar - https://t.co/Xsy08LNVLN | BangkitBersamaET  https://t.co/4KSJoTPe7T,2
@03__nakula Tni harus mulai hati2..sda di goreng oleh antek2 komunis tr kait pencopotan baliho ganjar...antek2 komunis mulai mengadu domba...bravo tni..libas antek2 komunis yg mulai berani nongol...ingat sejarah thn 65..,0
"Cukup tentang BS. Kita up Ganjar saja.  Yg ingin pergi, biarkan pergi. Tak perlu ditangisi, biasa saja "" kata pak Ganjar. Tetap semangat 💪 https://t.co/5YddcOrEy4""",1
@gtobing2903 @prabowo @bawaslu_RI @KPU_ID @jokowi Di Medan berserakan itu baliho Ganjar . Kenapa ga di protes 😁,1
"Ganjar Pranowo ajak relawan untuk ikhlaskan mereka yang ‘pindah kamar’ dalam gerbong dukungan politik. Hal tersebut disampaikan dalam konteks gernbong dukungan politik, termasuk sejak bersama mendukung Jokowi memenangkan dua kali Pilpres https://t.co/No67S5ZGXO",1
Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/9aAmcPum8y,2
"Pak Ganjar Pranowo sukses menjadi Gubernur Jawa Tengah, dan bisa dipastikan beliau akan sukses ketika menjadi Presiden Indonesia https://t.co/0kGUl3lgnz",0
Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/l1zLo5LNqn,0
Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/TEGfsm7EtH,2
Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/FQxXPItaUs,1
Terlihat jelas sosok kepemimpinan seorang Presiden dalam diri Pak Ganjar Pranowo. https://t.co/FZ0mXGvhps,0
Kita komitmen mendukung Ganjar Pranowo https://t.co/nr2pCoVRVN,0
@VIVAcoid Jenderal Sudirman seorang guru agama Ganjar seorang pembokep Jelas  ?,0
@budimandjatmiko Tolong perjuangkan agar 2024 nanti kami bisa memilih pasangan Ganjar - Prabowo. Opsi itu akan membuat biaya pilpres jadi murah dan berkualitas.,0
@RomeoWalker19 Pertanda ingin mendukung ganjar dan mengharap dapat jatah menteri 😂,0
@PartaiSocmed @ganjarpranowo @susipudjiastuti 😂 ganjar ya jelas tidak kagak ada prestasi,1
@ganjarpranowo Hitam ya hitam. Putih ya putih. Hitam putih itu jadi apa mas ganjar???  https://t.co/aDAZewYOyG,0
"@themorningtide @datuakrajoangek Dan, yg jadi presiden Mandela, bukan De Klerk... Yg jadi Presiden Jokowi bukan Prabowo👍. Atau yg jadi Presiden Ganjar, Prabowo tetap Menhan, itu 👍",2
@psi_id Lha bukannya kemarin dukung Ganjar...apalagi yang ditunggu,0
@kurawa Jujur mengelikan dan memalujan Justru motif tersebut malah membuat tdk ada kesan yg baik. Gak nendang dan tdk kreatif. Semakin sooor aje tuu ganjar.,2
@AsatArifin5 @giribatjo56 @jansen_jsp @ganjarpranowo Ganjar gak bakal berani. Irama dan pilihan kata itu bisa jadi cerminan sikap temperamental. Mentalnya mental penjilat. Ya seperti kamu modal jilatan.,1
FOTO: Baju Garis-garis Hitam Putih Jadi Seragam Tempur Ganjar Pranowo https://t.co/utkkI0MoTP,2
"Kontribusi pak ganjar dalam membantu dan memberikan perhatian kepada masyarakat kecil sudah banyak buktinya. Meskipun belum sepenuhnya merata, namun tak sedikit juga yang merasakan manfaatnya. https://t.co/qVlIQ5Fmum",2
"Sangat mengapresiasi kegigihan dan konsistensi pak ganjar dalam membina koperasi di indonesia, semoga kedepannya bisa  semakin maju dan sukses untuk koperasi koperasi di seluruh tanah air https://t.co/98SrAxlTcs",1
"Latar belakang yang dimiliki Pak Ganjar membuat pak ganjar memiliki sifat sederhana dan sangat paham arti dari perjuangan, kesederhanaan pak Ganjar sangat erat kaitannya dengan masyarakat. https://t.co/NTBjD10C75",2
@katrinrienks @Leonita_Lestari Gilaklo sekelas Prabowo di suruh jadi cawapresnya Ganjar 😅 . Lo pikir hebat x Ganjar,1
@pwettynxde Pengen nyobain kakanya,0
"Anies, Ganjar n Prabowo adalah 3 putra terbaik bangsa, siapapun maju sbagai capres nanti dan tentu dengan segalah kelebihan dan kekurangan masing2, dengan perspektif pendukung masing2, ayo kita kita jadikan pemilu 14 Peb. 2024  sbgi sarana kedaulatan yg menyenangkan n gembira",2
@KompasTV Pencitraan Ganjar kejam semena mena dan bodoh ... Memecat orang seenaknya .  Padahal yang dilakukan kepsek itu umum dilakukan seluruh kepala sekolah di Indonesia .  Ganjar ini culas dan berbahaya,2
@RicKY_KCh tenang ... nanti dilanjutkan pak ganjar 🤟🤟🤟,1
@Dennysiregar7 Yg terburuk siapa Den? Ganjar?🤔,0
@PDI_Perjuangan Ganjar ngak pede kalau maju capres tanpa dukungan jokowi,0
@Gus_Raharjo Hahaha... Panjang lebar ujungnya sudutkan prabowo Kenapa ngga langsung bilang..  Gue pilih ganjar bukan prabowo..🤣  Gt aja repot..😅,2
@VIVAcoid Kerja @bawaslu_RI itu apa sih???? Si ganjar masih aktif sbg Gub eh malah sibuk bahas relawan.,1
@andyinisial_D @Riza_Ganjar_15 @ZZaxian @VIVAcoid 🤫🤫🤫. Jangan berisik,2
@DokterTifa 🤣🤣🤣artinya siapapun yg menghalangi pak ganjar bakal diterabas ...,2
"Spanduk/ Baliho Prabowo dipasang di KOMPLEK MILITER, nanti dicabut atau nggak oleh pihak TNI ?  Kasus Balihonya GANJAR sdh dicabut dng alasan untuk menjaga netralitas TNI. @Puspen_TNI https://t.co/3kwbYoITip",2
"Fitnah sinting dari buzzer galau dan stres .... Melindungi harta Cendana katanya 😅😅  Buzzer Ganjar selalu hoax dan fitnah .... Kalian kelompok jahat , cara2 PKI  digunakan . Semoga kelak kalian dibasmi lagi seperti tahun 65 ...",0
"@KompasTV Jokowi Bentuk Tim Tujuh, Hary Tanoe: Indikasi Beliau Dukung Ganjar  Jokowi = Presiden RI  Presiden RI tidak cawe2 Pilpres 2024 ✅ Presiden RI cawe2 Pilpres 2024❌  Masih bingung dengan logika ini",2
"@MarahIchsan Klo cuma nerusin utang, korupsi, kezaliman, itu smua percuma, harus ad program perubahan buat negara, jadilah diri sendiri pak ganjar,,,, itu baru banyak yg dukung... M",2
@Paltiwest @Puspen_TNI @_TNIAU Lha itu kan Menhan.. ya kali poster baliho ganjar di pemprov jateng jg dicopot.. blok,1
"@AndiSinulingga Untuk membasmi korupsi dan membasmi otak serakah ya harus begitu,,jiwa beragama tapi masih tangan mendapatkan hasil yg kotor lalu ingin hidup menipu hati diri sendiri,,jadi apa arti hidup didunia klo menghalalkan yg haram,, berpolitik lah dgn kebenaran seperti Ganjar Pranowo",2
@abwnews_ Rakyat ya ikutan kades biar gampang urusan nantinya. Kades pak ganjar rakyat ya pak ganjar. Kecuali rakyat 212 mantan fpi  hti pasti dukung anis,0
@CNNIndonesia Misi sujatmika adl ingin mempersatukan ganjar dan prabowo..utk capres dan cawapres... Supaya 1x putaran pilpres selesai... Penghematan biaya pemilu berpuluh trilyun. Semoga sukses,1
"Baju Kampanye Ganjar Mulai Dikomentari PKS, Mardani Ali sebut Kurang Berani https://t.co/gGfZ52jhqM",0
"Hitam Putih bukan Abu Abu..  Desain khusus dari Pak Presiden Joko Widodo untuk Pak Ganjar Pranowo .   Kenapa hitam-putih? Saya sampaikan bahwa saya bukan orang abu-abu. Ketika kita bersikap pada suatu keputusan yang sulit, Anda mau pilih yang mana? Hitam atau putih,""… https://t.co/LCuu6mNc8h""",0
@Joker_Wedoks Klo emng all president man knapa gak disatuin aj ganjar prabowo?? Skalian menguji niat prabowo tulus ngelanjutin program ato pake strategi soft kyk bunglon..krn strategi hard yg dipake 2 x gagal,0
@yusuf_dumdum Jokowi tugaskan 7 orang bantu menangkan Ganjar di pilpres 2024  Jokowi = Presiden RI  Presiden RI cawe2 Pilpres 2024 ❌  Jadi makin aneh logikanya,0
@KakekHalal Jokowi meragukan kemampuan ganjar utk meneruskan program jokowi spt hilirisasi dan ikn... Prabowi mampu meloby investor internasional,0
@Tan_Mar3M Pilih Ganjar https://t.co/5vdnWkmwgf,1
@Riza_Ganjar_15 @haechaneon @rujakcingvr @tanyarlfes nape si ni org,2
@_bangagoengDuA @PDI_Perjuangan @Gerindra PDIP itu Partai yg teguh pada prinsip. Mustahil ganjar sdh diputuskan oleh ketua umum sbg capres krn takut atau alasan lain lalu berubah ganjar jd wapres. Bukan karakter PDIP spt itu.,2
"Ruhut.. Kau #Lemot_Nkali  Jokowi tak lagi Percaya Ganjar  Maka nya #Dukung_Prabowo Cemana Kau ini.. Atau Kau memang #TakSuka @jokowi , tak sabar supaya di Ganti cepat2 ? https://t.co/9l324wGCv6",2
"@khafafafl Bjir, dunia jdi tau kalaw ak all in ganjar",1
"@detikcom Ganjar nih ga punya ide visa inovative ya? Semua yg atur partai, ide jokowi. Ntar mau minum air juga bilangnya disuruh kokowi tiap abis makan harus minum?",2
"@HelmiFelis_ Ketika Jokowi (PDIP) presiden ada tragedi kanjuruhan catatan kelam dunia sepak bola, 754 Aremania/Aremanita jadi korban , 132 diantaranya tewas  RI jg batal jd tuan rumah pildun U20/2023 krn penolakan politisi PDIP ganjar/koster.   Wajar “akan” bangun stadion kalau ganjar menang?",2
"Menurut survei terbaru, Prabowo berhasil mendapatkan dukungan tertinggi dengan 35,8% suara. Ganjar mengikuti dengan 32,2% dan Anies hanya mendapatkan 21,4%. Wah, tampaknya Prabowo sangat komitmen untuk melanjutkan kebijakan Jokowi ya! #Demokrasi2023",0
"@triwul82 Ganjar menghibur diri. 2 periode jadi gubernur, jawa tengah tetap banjir, jalan banyak rusak. Mau nyapres saja baru mau dibenerin. Kalau terpilih masa bodoh lagi. Namanya juga petugas partai PDIP.",0
Ada perbedaan Akhlak mendasar #Jokowi_Akhlak_Normal #Ganjar_akhlak_Mesum  Ya beda,0
@Miduk17 Tetap Setia Pilih Mas Ganjar Pranowo https://t.co/cRnWte1Zwo,1
Sebaiknya PGRI menindak lanjuti penyeselanya dng m3ngajukan surat KPD Ganjar utk mambatalkan atau lakukan upaya hukum ke PTUN. Jng sampai sekolah menjadi alat pencitraan.,2
@kohjuk @Arian0072 Info orang ini gimana bang dah kelar blm? https://t.co/4m5aCOuwpa,2
@anon_sialan Suara Ganjar nyaring dan merdu saat baca ayat  jadi Imam sholr Zuhur dan Ashar..  🙈🙈🙈,2
@DokterTifa Mba mau anis mau prabowo mau ganjar jadi presiden itu ga ngaruh apa2 sama aj sprt jaman pak Jokowi,2
Jokowi Ogah Wariskan Proyek Mangkrak ke Prabowo-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https://t.co/bm50bRxVOK,1
"Ganjar Pamer Baju Kampanye Garis Hitam-Putih, Relawan Prabowo: Kami Juga Punya - detikNews #Prabowo #BangkitBersama https://t.co/ELxBi7E7hj",0
Berita Prabowo :  Sandiaga Uno Ingin Ajak Ganjar dan Prabowo Subianto Tamasya ke Danau Toba - https://t.co/Z1QE1sPB8z #Prabowo #BangkitBersama https://t.co/o8Jf57stHK,1
Berita Prabowo :  Jokowi Ogah Wariskan Proyek Mangkrak ke Prabowo Subianto-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https://t.co/uVl052TOIj,2
"Berita Prabowo :  Ganjar Pamer Baju Kampanye Garis Hitam-Putih, Relawan Prabowo Subianto: Kami Juga Punya - detikNews #Prabowo #BangkitBersama https://t.co/b1Ue68WpcA",1
"Hitam jahat ditolak, putih benar dipilih itu simbol baju hitam putih pendukung Ganjar.",2
