title,link,date,content,is_fake,media_bias
Poster Nikah Gratis untuk Warga Surabaya,https://www.kompas.com/cekfakta/read/2023/05/27/180000382/-hoaks-poster-nikah-gratis-untuk-warga-surabaya,2023-05-27,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Pemerintah Kota Surabaya, Jawa Timur diklaim menawarkan nikah gratis melalui sebuah poster yang beredar di media sosial.Poster yang memuat foto Wali Kota Surabaya Eri Cahyadi tersebut memuat persyaratan dan pendaftaran nikah gratis.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, poster itu tidak benar atau hoaks.Poster nikah gratis untuk warga Surabaya, ditemukan di akun Facebook ini pada Jumat (26/5/2023) dan ini pada Sabtu (27/5/2023). Salah satu arsipnya dapat dilihat di sini.Berikut teks yang tertera pada poster:RABI GRATIS UNTUK WARGA SURABAYAPENDAFTARANAplikasi Sayang WargaPuskesmas terdekatKantor Kelurahan dan KecamatanPERSYARATANWarga SurabayaMembawa KK SurabayaMeski menggunakan foto Eri Cahyadi, tetapi poster yang beredar bukan berasal dari Pemerintah Kota Surabaya.Dinas Komunikasi dan informatika (Diskominfo) Kota Surabaya memastikan bahwa poster tersebut hoaks.""Saya pastikan itu hoaks. Pemkot Surabaya tidak ada acara seperti itu. Ini ulah tangan-tangan yang tidak bertanggung jawab,"" kata Kepala Diskominfo Kota Surabaya M. Fikser, dikutip dari Antara, Sabtu (27/5/2023).Adapun aplikasi Sayang Warga seperti yang disebutkan dalam poster tidak ditemukan di Google Play.Aplikasi Pemerintah Daerah Kota Surabaya bernama WargaKu Surabaya.Aplikasi tersebut dapat dimanfaatkan untuk mengurus administrasi kependudukan, kesehatan, serta layanan masyarakat lainnya.Kendati demikian, tidak ada program nikah gratis di aplikasi tersebut.Poster nikah gratis untuk warga Surabaya adalah hoaks.Pemkot Surabaya memastikan bahwa informasi dalam poster tersebut tidak benar.",1,netral
Foto Timnas U-22 Indonesia Memegang Produk Jam Tangan Pintar,https://www.kompas.com/cekfakta/read/2023/05/27/162714382/hoaks-foto-timnas-u-22-indonesia-memegang-produk-jam-tangan-pintar,2023-05-27,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Foto pelatih timnas Indonesia U-22, Indra Sjafri, bersama dua pemainnya, Beckham Putra Nugraha dan Ramadhan Sananta beredar di media sosial.Foto lain menampilkan Muhammad Ferrari dan Bagas Kaffa.Dalam foto itu, mereka memegang kardus jam tangan seolah sedang mempromosikan produk tersebut.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi tersebut tidak benar atau hoaks.Foto pelatih dan pemain timnas Indonesia U22 memegang produk jam tangan disebarkan oleh akun Facebook ini pada 17 Mei 2023. Arsipnya dapat dilihat di sini.Berikut penggalan narasinya:SEPAKBOLA U22 INDONESIA MENANGKAN SEAGAME 32Toko jam tangan pintar Jepang ingin memberikan 100 jam tangan pintar terbaru di tahun 2023 untuk pelatih Indra Sjafri dan seluruh timKhusus untuk semua orang Indonesia akan mendapatkan diskon 50% dan BELI 1 GRATIS 1 selama 2 hari jika memesan di: https://www.media-smart68.website/smartwatch.idSelebihnya narasi menjelaskan spesifikasi produk dan diskon.Foto menampilkan pelatih dan pemain timnas Indonesia U22, diambil dari akun Instagram resmi Persatuan Sepak Bola Seluruh Indonesia (PSSI).Foto-foto tersebut pertama kali diunggah pada 25 April 2023, ketika timnas Indonesia U22 baru tiba di Phnom Penh International Airport.Mereka akan melaksanakan pertandingan perdana pada SEA Games 2023.Kedatangan mereka ke Kamboja juga diulas di situs Fifa.com, yang juga menyertakan foto-foto para pemain dan pelatih timnas.Adapun dari gambar di Instagram PSSI dan situs tersebut, tidak terlihat ada pelatih dan pemain yang memegang kardus produk jam tangan.Muhammad Ferrari tampak memegang paspor dan Bagas Kaffa memegang paspor dan ponsel.Sementara, pelatih Indra Sjafri, Beckham Putra Nugraha, dan Ramadhan Sananta memegang kardus berlogo SEA Games ke-32 Kamboja 2023.A post shared by PSSI (@pssi)Foto pelatih dan pemain timnas Indonesia U22 memegang produk jam tangan merupakan manipulasi.Foto aslinya tidak menampilkan produk terkait. Foto pelatih dan pemain timnas telah direkayasa seolah terlibat dalam promosi produk tersebut.",1,netral
Pesan Berantai Harga Tiket Timnas Indonesia Vs Argentina,https://www.kompas.com/cekfakta/read/2023/05/27/152133282/hoaks-pesan-berantai-harga-tiket-timnas-indonesia-vs-argentina,2023-05-27,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Beredar pesan berantai berisi daftar harga tiket pertandingan tim nasional Indonesia vs Argentina di FIFA Matchday edisi Juni 2023.Tiket dijual mulai Rp 1,35 juta sampai Rp 5,65 juta. Disebutkan pula bahwa tersedia 48.000 tiket yang dapat dipesan mulai 15 Juni 2023.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi tersebut tidak benar atau hoaks.Pesan berantai berisi daftar harga tiket pertandingan timnas Indonesia vs Argentina, ditemukan di akun Facebook ini, ini, ini, dan ini.""Wjr kalo hrg tiket mhl, Ini juara dunia bro,"" tulis salah satu akun pada Jumat (26/5/2023).Berikut penggalan isi pesannya:INDONESIA vs ARGENTINA ????????19 JUNI 202320:00 WIBLive RCTI+ | MNC Channel | GlobalTvSTADION UTAMA GELORA BUNG KARNO84.000 Tiket [ ready tanggal 15 Juni 2023 ]List Harga Tiket :??Kategori I Rp 2.350.000??Kategori II Rp 1.850.000??Katagori III Rp 1.350.000??VIP Rp 4.650.000??VVIP Rp 5.650.000Pemesanan tiket bisa melalui website resmi PSSIJangan Lupa Print lalu Scanning Tiket sebelum memasuki area SUGBKPesan itu juga berisi imbauan calo tiket, aturan bagi penonton, sampai pemberitahuan sanksi bagi yang melanggar aturan penonton di Stadion Utama Gelora Bung Karno (SUGBK).Narasi yang beredar menyebut bahwa pemesanan tiket dapat dilakukan di situs web Persatuan Sepak Bola Seluruh Indonesia (PSSI). Namun situs tersebut belum mengumumkan daftar harga tiket.Sejauh ini, PSSI belum mengumumkan jumlah tiket yang dijual dan harganya.Indonesia telah mendapat surat persetujuan dari Federasi Sepak Bola Internasional (FIFA) dan Konfederasi Sepak Bola Asia (AFC) untuk laga melawan Argentina.Ketua Umum PSSI, Erick Thohir menginformasikan bahwa pihaknya tengah melakukan proses bidding tiket serta hak siar pertandingan.",1,netral
Cristiano Ronaldo Membaca Al Quran,https://www.kompas.com/cekfakta/read/2023/05/26/180200682/-hoaks-cristiano-ronaldo-membaca-al-quran,2023-05-26,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Atlet sepak bola asal Portugal, Cristiano Ronaldo terlihat berbeda dalam sejumlah video di TikTok.Dalam video tersebut, pemain yang kini berlaga untuk klub sepak bola Arab Al Nassr itu tengah membuka dan membaca Al Quran.Namun, berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi tersebut tidak benar atau hoaks.Video Cristiano Ronaldo membaca Al Quran ditemukan di akun TikTok ini, ini, ini, dan YouTube ini.Berikut teks yang tertera pada video TikTok yang diunggah pada 9 Mei 2021:CR7 baca alqura chek cara dia memegang Alquran keliatan diaSementara, berikut judul video YouTube yang diunggah pada 14 Mei 2021:Cristiano Ronaldo Baca Al-QuranSosok pria dalam video yang beredar di media sosial bukanlah Ronaldo, melainkan orang lain yang mirip dengannya.Orang tersebut bernama Bewar Abdullah. Video Bewar membaca Al Quran ditemukan di akun TikToknya @bewarabdullah, 7 Mei 2021.Apabila dicermati, dalam video terdapat tulisan ""Al-Judi Centre"" yang merupakan sebuah masjid di Birmingham, Inggris.Sebuah situs berbasis di Inggris The Sun, pernah menulis mengenai Bewer yang disebut sebagai doppelganger atau orang yang mirip Ronaldo.Berkat kemiripannya dengan Ronaldo, Bewar kerap diundang ke pesta untuk anak-anak dan berperan sebagai pemain sepak bola tersebut.Video Cristiano Ronaldo membaca Al Quran adalah hoaks.Sosok dalam video bukanlah Ronaldo, melainkan sosok Bewar Abdullah yang mirip dengan Ronaldo.",1,netral
KPK Tangkap 25 Anak Buah Johnny G Plate yang Akan Kabur ke Luar Negeri,https://www.kompas.com/cekfakta/read/2023/05/26/164800982/-hoaks-kpk-tangkap-25-anak-buah-johnny-g-plate-yang-akan-kabur-ke-luar,2023-05-26,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah unggahan yang beredar di media sosial muncul dengan narasi yang menyatakan bahwa Komisi Pemberantasan Korupsi (KPK) menangkap 25 orang anak buah mantan Menteri Komunikasi dan Informatika (Menkominfo) Johnny Gerard Plate.Penangkapan terjadi setelah Johnny ditetapkan Kejaksaan Agung sebagai tersangka korupsi BTS 4G dan infrastruktur pendukung paket 1, 2, 3, 4, dan 5 Bakti Kominfo Tahun 2020-2022.Dalam unggahan disebutkan, penangakapan dilakukan ketika 25 orang tersebut akan kabur ke luar negeri.Namun setelah ditelusuri narasi tersebut tidak benar atau hoaks.Narasi soal KPK menangkap 25 anak buah Johnny G Plate yang akan kabur ke luar negeri muncul di Facebook, salah satunya dibagikan oleh akun ini.Akun tersebut membagikan sebuah video berdurasi 8 menit 48 detik pada 25 Mei 2023 dengan judul:Up4ya K4bur Ke1uar N3gri Gag4l T0tal, 25 An4k Bu4h Jh0nny P1ate Berh4sil Di T4ngkap K-pkDalam thumbnail video terdapat sejumlah orang yang memakai rompi tahanan tengah berada di gedung KPK. Gambar itu diberi keterangan:UPAYA KABUR KE LUAR NEGRI !!25 ANAK BUAH JHONNY PLATE BARHASIL DI TANGKAP KPKTim Cek Fakta Kompas.com menelusuri gambar di thumbnail video yang memperlihatkan sejumlah orang memakai rompi tahanan tengah berada di gedung KPK. Hasilnya, gambar itu identik dengan yang ada di laman Sindonews ini.Dalam keterangannya, sejumlah orang yang memakai rompi tahanan KPK tersebut adalah tersangka kasus dugaan suap pengadaan barang dan jasa di Dinas PUPR dan pengesahan APBD Kabupaten Muara Enim, Sumatera Selatan.Gambar itu diambil pada 13 Desember 2021 ketika KPK menetapkan 15 tersangka baru dalam kasus tersebut.Sementara, setelah disimak sampai tuntas dalam video tidak ditemukan informasi bahwa KPK menangkap 25 orang anak buah Johnny G Plate.Narator dalam video justru membacakan artikel di laman Suara.com ini, dengan judul: ""Kejagung Cegah 25 Orang Keluar Negeri Terkait Kasus Korupsi BTS BAKTI Kominfo"". ",1,netral
Presiden AS  Joe Biden Bangun Pangkalan Militer di Papua,https://www.kompas.com/cekfakta/read/2023/05/26/141400182/-hoaks-presiden-as-joe-biden-bangun-pangkalan-militer-di-papua,2023-05-26,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Tersiar narasi di media sosial yang menyebut Presiden Amerika Serikat (AS) Joe Biden telah membangun pangkalan militer di Papua.Narasi video itu memperingatkan agar berhati-hati terhadap pencaplokan wilayah Negara Kesatuan Republik Indonesia (NKRI).Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi tersebut tidak benar atau hoaks.Video presiden AS membangun pangkalan militer di Papua disebarkan oleh akun Facebook ini pada Kamis (25/5/2023). Arsipnya dapat dilihat di sini.Berikut judul yang tertera dari video berdurasi 10 menit 16 detik tersebut:LICIK PRESIDEN AMERIKA DATANGI PAPUA BANGUN PANGKALAN MILITER HATI HATI PENCAPLOKAN WILAYAH NKRI""Bahkan yang bikin geram, baru-baru ini Presiden Amerika akan kunjungi Papua dan akan mengunjungi 18 negara Pasifik untuk dijadikan sekutu. Biden sedang mencari target negara kecil untuk menjadi sekutunya, karena sudah rahasia umum jika negara besar sekarang memberontak, salah satunya Indonesia,"" ujar narator dalam video.Presiden AS Joe Biden tidak pernah mengunjungi Papua, apalagi untuk membangun pangkalan militer.Adapun Biden mengunjungi Papua Nugini pada 22 Mei 2023 dalam rangka melakukan finalisasi perjanjian kerjasama pertahanan antara AS dengan Papua Nugini.Sebagai informasi, Papua merupakan sebuah provinsi di Indonesia. Sementara Papua Nugini merupakan negara tersendiri.Perjanjian terpisah juga dibuat agar mengizinkan Penjaga Pantai AS berpatroli di zona ekonomi eksklusif Papua Nugini.Dilansir Reuters, perjanjian pertahanan dan pengawasan dengan Papua Nugini merupakan langkah AS terkait menguatnya pengaruh China di wilayah Pasifik Selatan.Selama satu dekade terakhir, China membangun proyek infrastruktur.Dilansir Aljazeera, sebuah perusahaan China telah memenangkan kontrak untuk mengembangkan pelabuhan internasional di ibu kota Honiara, Kepulauan Solomon.China juga membuat pakta keamanan dengan Kepulauan Solomon tahun lalu.",1,netral
Video Jenazah Agnez Mo Tiba di Bandara Soekarno-Hatta,https://www.kompas.com/cekfakta/read/2023/05/25/164600882/-hoaks-video-jenazah-agnez-mo-tiba-di-bandara-soekarno-hatta,2023-05-25,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Di media sosial beredar informasi yang mengeklaim penyanyi Agnes Monica atau Agnez Mo meninggal dunia di Amerika Serikat karena dibunuh.Setelah dikabarkan meninggal, muncul sebuah unggahan yang menyebut jenazah Agnez Mo dipulangkan ke Indonesia dan telah tiba di Bandara Soekarno-Hatta.Namun, setelah ditelusuri narasi tersebut tidak benar atau hoaks.Narasi yang menyebut jenazah Agnez Mo tiba di Bandara Soekarno-Hatta muncul di Facebook, salah satunya dibagikan oleh akun ini.Akun tersebut membagikan sebuah tautan video di YouTube ini, berjudul:Detik-detik Kedatangan Jenazah Agnes Monica Di Bandara Soekarno-HattaDalam thumbnail video terdapat gambar beberapa petugas yang tengah menggotong sebuah peti jenazah di bandara. Gambar itu diberi keterangan berikut ini:Kedatangan jenazah Agnes MonicaAkun Facebook Tangkapan layar Facebook narasi yang menyebut jenazah Agnes Mo tiba di Bandara Soekarno-HattaTim Cek Fakta Kompas.com menelusuri gambar di thumbnail video yang memperlihatkan sejumlah petugas tengah menggotong sebuah peti jenazah.Hasilnya, gambar tersebut identik dengan yang ada di thumbnail di YouTube iNesw TV ini.Thumbnail di YouTube iNesw TV  menuliskan keterangan demikian ""KELUARGA DAN SEJUMLAH PEJABAT SAMBUT KEDATANGAN JENAZAH ERIL"".Video itu adalah momen ketika jenazah Emmeril Kahn Mumtadz, anak sulung Gubernur Jawa Barat Ridwan Kamil tiba di Bandara Soekarno Hatta pada 12 Juni 2022.Eril ditemukan meninggal tanggal 8 Juni 2023 setelah sempat hilang usai tenggelam di Sungai Aare, Kota Bern, Swiss.Sementara itu sejumlah klip dalam video tidak terkait dengan narasi bahwa jenazah Agnez Mo tiba di Bandara Soekarno-Hatta.Salah satu klip yang menampilkan sejumlah petugas di bandara tengah menurunkan peti jenazah dari pesawat identik dengan yang ada di YouTube Kompas TV ini. ",1,netral
"Tiket Timnas Indonesia Vs Argentina Paling Murah Rp 1,3 Juta",https://www.kompas.com/cekfakta/read/2023/05/25/152421282/hoaks-tiket-timnas-indonesia-vs-argentina-paling-murah-rp-13-juta,2023-05-25,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Persatuan Sepak Bola Seluruh Indonesia (PSSI) telah mendapat surat persetujuan dari Federasi Sepak Bola Internasional (FIFA) dan Konfederasi Sepak Bola Asia (AFC) untuk laga melawan Argentina.Timnas Indonesia rencananya akan bertanding melawan Argentina dalam jadwal FIFA Matchday berlangsung di Stadion Utama Gelora Bung Karno (SUGBK), Senayan, Jakarta pada 19 Juni 2023.Terkait kabar tersebut, di media sosial telah beredar daftar harga tiket untuk menyaksikan pertandingan.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, daftar harga tersebut tidak benar atau hoaks.Daftar harga tiket pertandingan timnas Indonesia vs Argentina, disebarkan oleh akun Facebook ini, ini, ini, dan ini. Arsipnya dapat dilihat di sini.""Harga tiket sudah keluar geeessss,"" tuli salah satu akun pada Rabu (24/5/2023).Berikut daftar harga tiket yang tertera:KATEGORI 1 2.200.000KATEGORI 2 1.800.000KATEGORI 2 1.300.000VIP 3.800.000VVIP 5.300.000Daftar harga tiket yang beredar bukanlah daftar harga resmi yang dikeluarkan PSSI.Anggota Komite Eksekutif PSSI Arya Sinulingga membantah adanya sebaran daftar harga tiket semacam itu.""Diumumkan ok saja kan belum,"" kata Arya, seperti yang diberitakan Kompas.com, Rabu (24/5/2023).Menurut Arya, PSSI belu memberi pengumuman resmi terkait hal tersebut.Menurutnya, pengumuman resmi pertandingan timnas Indonesia melawan Argentina harus diproses sesuai dengan ketentuan.""Ya kita sebelum ada hitam di atas putih, kita belum berani memastikan pertandingan Argentina vs Indonesia,"" tuturnya.Adapun Ketua Umum PSSI, Erick Thohir mengungkapkan bahwa pihaknya akan berbicara soal tiket setelah Argentina melakukan peninjauan lapangan SUGBK.",1,netral
Ventilator Membunuh Semua Pasien Covid-19,https://www.kompas.com/cekfakta/read/2023/05/25/140255582/hoaks-ventilator-membunuh-semua-pasien-covid-19,2023-05-25,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Tersiar klaim keliru soal ventilator yang digunakan pada pasien Covid-19. Informasi keliru ini beredar melalui media sosial.Ventilator merupakan alat bantu napas yang dipasangkan pada pasien. Alat ini kerap dipasangkan pada pasien yang terjangkit virus corona.Narasi di media sosial menyebut bahwa penggunaan ventilator disebut telah membunuh hampir semua pasien Covid-19.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi itu tidak benar atau hoaks.Informasi yang menyebut bahwa ventilator membunuh semua pasien Covid-19, ditemukan di sejumlah unggahan seperti ini, ini, dan ini. Salah satu arsipnya dapat dilihat di sini.Ketiga unggahan itu menyertakan tangkapan layar twit bertuliskan berikut:Laporan Resmi:Ventilator Membunuh Hampir SEMUA Pasien COVID""Vaksin tidak dibuat untuk COVID. COVID dibuat untuk vaksin. Begitu Anda menyadarinya, segalanya masuk akal,"" tulis salah satu akun pada Minggu (14/5/2023) dalam terjemahan bahasa Indonesia.Tangkapan layar yang diunggah diduga bersumber dari artikel di situs The People Voice. Salah satu twit viral yang menyertakan artikel tersebut diunggah akun ini.Artikel yang dirujuk membahas studi yang dilakukan oleh Universitas Northwestern sebagai bukti bahwa ventilator membunuh pasien Covid-19.Dilansir Politifact, Benjamin Singer salah satu penulis studi yang dimaksud membantah klaim yang disebut pada artikel.Studi yang ia dan rekannya tersebut dilakukan untuk meninjau kasus pasien pneumonia terkait Covid-19 yang menggunakan ventilator.Tidak hanya pneumonia, studi tersebut juga meninjau keterkaitan penggunaan ventilator terhadap penyakit pernapasan lain yang dikaitkan dengan Covid-19.Hasil penelitian menunjukkan, pasien yang menderita pneumonia akibat Covid-19 jauh lebih mungkin tertular penyakit sekunder, yang disebut pneumonia terkait ventilator.Ada sekitar 57,4 persen pasien Covid-19 yang diteliti terjangkit pneumonia sekunder dibandingkan dengan pasien dengan pneumonia bentuk lain sebanyak 25 persen.",1,netral
Gambar Perpustakaan Terbengkalai,https://www.kompas.com/cekfakta/read/2023/05/25/085138882/hoaks-gambar-perpustakaan-terbengkalai,2023-05-25,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Gambar perpustakaan terbengkalai dan terlupakan beredar di media sosial.Adapun gambar itu menampilkan tampak dalam bangunan dengan atap terbuka, dengan dinding yang dipenuhi buku-buku di rak.Berdasarkan penelusuran Kompas.com, gambar tersebut merupakan manipulasi atau hoaks.Gambar perpustakaan terbengkalai dan terlupakan diunggah oleh akun Facebook ini pada 20 Maret 2023 dan Twitter ini pada 19 Maret 2023. Arsipnya dapat dilihat di sini.Berikut narasinya:Perpustakaan Terbengkalai Dan TerlupakanTerdapat beberapa kejanggalan pada gambar yang beredar, yakni pada salah satu tiang dan lekukan pada batas atap dan tembok.Ketidakselarasan semacam itu kerap ditemui dalam gambar-gambar kecerdasan buatan atau artificial intelligence (AI).Untuk mengetes apakah gambar yang dibuat dibuat dengan campur tangan kecerdasan buatan atau bukan, Kompas.com menelusurinya dengan bantuan situs Hugging Face.Hugging Face mendeteksi foto tersebut 38 persen dibuat dengan AI.Berikut keterangan yang tertera pada gambar:‘Forgotten library’Francis Meslet ArtGambar itu pertama kali diunggah di akun Instagram-nya pada 3 Maret 2023. Ia menulis sejumlah tagar yang menjelaskan bahwa karya tersebut dibuat dengan bantuan AI.Gambar perpustakaan terbengkalai dan terlupakan merupakan gambar manipulasi.Adapun gambar tersebut dibuat oleh Francis Meslet dengan bantuan AI.",1,netral
Jusuf Kalla Ditetapkan sebagai Tersangka Korupsi BTS 4G,https://www.kompas.com/cekfakta/read/2023/05/24/153000782/-hoaks-jusuf-kalla-ditetapkan-sebagai-tersangka-korupsi-bts-4g,2023-05-24,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah unggahan di media sosial mengeklaim bahwa mantan Wakil Presiden Jusuf Kalla ditetapkan menjadi tersangka dalam dugaan korupsi proyek base transceiver station (BTS) 4G dan infrastruktur pendukung 1, 2, 3, 4, dan 5 Bakti Kominfo tahun 2020-2022.Dalam unggahan disebutkan, Jusuf Kalla bersekongkol dengan mantan Menteri Komunikasi dan Informatika (Mekominfo) Johnny G Plate dalam melakukan korupsi.Namun, setelah ditelusuri narasi tersebut tidak benar atau hoaks. Narasi soal Jusuf Kalla ditetapkan menjadi tersangka korupsi BTS 4G dan infrastruktur pendukung 1, 2, 3, 4, dan 5 Bakti Kominfo tahun 2020-2022 muncul di Facebook, salah satunya dibagikan oleh akun ini.Akun tersebut membagikan sebuah video berdurasi 11 menit 41 detik pada 23 Mei 2023 dengan judul:JUSUF KALLA TERBUKTI SEKONGKOL DGN JHONNY G PLATE –Dalam thumbnail video terdapat gambar Jusuf Kalla yang tengah dikawal oleh sejumlah aparat. Gambar itu diberi keterangan berikut ini:JUSUF KALLA TERSANGKAALIRAN DANA KORUPSI 35 TRILIUN TEMUI TITIK TERANGAkun Facebook Tangkapan layar Facebook narasi yang menyebut Jusuf Kalla ditetapkan menjadi tersangka korupsi BTS 4GTim Cek Fakta Kompas.com menelusuri gambar di thumbnail video yang memperlihatkan Jusuf Kalla yang tengah dikawal oleh sejumlah aparat. Hasilnya, gambar itu identik dengan yang ada di laman Antara ini.Dalam gambar aslinya, sosok yang tengah dikawal oleh sejumlah aparat bukan Jusuf Kalla, tetapi Muhammad Rizieq Shihab.Gambar itu diambil pada Desember 2020 ketika Rizieq Shihab dikawal menuju mobil tahanan usai diperiksa di Mapolda Metro Jaya.Ia ditahan penyidik Direktorat Reserse dan Kriminal Umum Polda Metro Jaya terkait penyidikan dugaan pelanggaran protokol kesehatan Covid-19 di Petamburan, Tanah Abang. Sementara setelah disimak sampai tuntas dalam video tidak ditemukan informasi bahwa Jusuf Kalla ditetapkan menjadi tersangka karena terbukti bersekongkol melakukan korupsi bersama Johnny G Plate.Narator dalam video hanya membacakan artikel di laman Tempo.co ini. Artikel itu berjudul ""Jusuf Kalla Sentil Jokowi: Setahun Bayar Utang dan Bunga Sampai Seribu Triliun, Terbesar Sejak Merdeka"".Artikel tersebut memuat mengenai pernyataan Jusuf Kalla mengenai permasalahan bangsa yang harus segera diselesaikan, salah satunya terkait utang negara. ",1,netral
Agnez Mo Dibunuh di Amerika Serikat,https://www.kompas.com/cekfakta/read/2023/05/24/143000082/-hoaks-agnez-mo-dibunuh-di-amerika-serikat,2023-05-24,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Di media sosial tersiar kabar yang menyebutkan bahwa penyanyi Agnes Monica atau Agnez Mo meninggal dunia.Disebutkan, Agnez Mo meninggal akibat dibunuh di Amerika Serikat (AS).Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi itu tidak benar atau hoaks.Informasi soal meninggalnya Agnez Mo beredar melalui video di Facebook dan YouTube. Seperti yang diunggah oleh akun ini dan ini.Adapun sejumlah video di YouTube ada yang diunggah pada 30 April 2023 ada pula yang diunggah pada 17 Mei 2023.Berikut judul yang tertera:INNALILLAHI, Agnes Mo Dikabarkan Meninggal Dunia, Dibunuh Orang Tak Dikenal Saat Berada di AmerikaTidak benar Agnez Mo meninggal dunia. Video yang beredar menggunakan judul bombastis, tetapi tidak sesuai dengan isinya.Ketika ditonton sampai tuntas, baru diketahui bahwa narator menyebutkan kabar meninggalnya Agnez tidak benar.Kendati demikian, bagian tersebut baru diungkap di akhir video sehingga dapat menimbulkan kebingungan.Judul yang tidak lugas rentan memicu informasi menyesatkan di media sosial.Pada 17 Maret 2023 lalu, Agnez masih melakukan siaran langsung melalui Instagram-nya. Pembahasan dalam siaran itu juga diulas oleh Kompas.com.Agnez belum mengunggah aktivitas di media sosial sejak pertengahan April. Unggahan paling baru ditemukan di akun Facebooknya pada 19 April 2023.Kendati demikian, itu tidak menjadi bukti bahwa Agnez meninggal.Agnez dijadwalkan tampil di The H Club SCBD pada 26 Mei 2023. Ia akan meramaikan klub malam yang dibuka di kawasan SCBD, Jakarta.Sementara itu, tidak ada informasi valid atau bukti yang membenarkan kabar duka yang beredar.Video yang menyebut bahwa Agnez Mo meninggal akibat dibunuh di AS adalah hoaks.Judul yang digunakan tidak sesuai dengan isinya dan rentan menimbulkan kekeliruan informasi.Agnez terpantau masih tampil pada 26 Mei 2023, sementara kabar meninggal beredar pada 30 April dan 17 Mei 2023.",1,netral
Jokowi Copot Prabowo dari Jabatan Menteri Pertahanan,https://www.kompas.com/cekfakta/read/2023/05/24/132850482/hoaks-jokowi-copot-prabowo-dari-jabatan-menteri-pertahanan,2023-05-24,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah unggahan di media sosial mengeklaim, Presiden Joko Widodo atau Jokowi memutuskan untuk mencopot Prabowo Subianto sebagai Menteri Pertahanan.Dalam unggahan, narasi yang ditulis menyebutkan bahwa keputusan Jokowi itu sudah bulat.Namun, setelah ditelusuri narasi tersebut tidak benar atau hoaks.Narasi soal Jokowi memutuskan mencopot Prabowo sebagai Menteri Pertahanan muncul di media sosial, salah satu dibagikan oleh akun ini.Akun tersebut membagikan sebuah video berdurasi 9 menit 6 detik pada 9 Mei 2023 dengan judul:Se1amat T1nggal Prab0wo,Tak B1sa Dim4afkan Lagi J0kowi Sudah Mu4k Niat Bvsuk Nya Terb0ngkar !Dalam thumbnail video terdapat gambar Prabowo yang tengah berdiri dengan beberapa menteri dan terdapat Presiden Jokowi di hadapan Prabowo.Gambar itu diberi keterangan:TIDAK ADA KESEMPATAN LAGISELAMAT TINGGAL PAK PRABOWOTIDAK BISA DIMAAFKAN, KEPUTUSAN JOKOWI SUDAH BULATAkun Facebook Tangkapan layar Facebook narasi yang menyebut Jokowi mencopot Prabowo sebagai menteriTim Cek Fakta menelusuri gambar di thumbnail video yang memperlihatkan Prabowo  memakai baju resmi tengah berdiri dengan beberapa menteri.Hasilnya gambar itu identik dengan salah satu yang ada di laman Tribunnews ini.Dalam keterangannya gambar itu adalah momen ketika Prabowo dilantik sebagai Menteri Pertahanan di Istana Negara, Jakarta, pada 23 Oktober 2023. Gambar tersebut tidak terkait dengan narasi Prabowo dicopot sebagai menteri.Sementara setelah disimak sampai tuntas, tidak ditemukan informasi bahwa Jokowi mencopot Prabowo sebagai menteri.Narator dalam video hanya membacakan artikel di laman Seword.com ini, yang berjudul ""Strategi Jokowi, Kebesaran Hati Prabowo dan Kompromi Yang Mungkin Terjadi"".",1,netral
