Title,Text1,Penulis1,Penulis2,Abstrak,KataKunci,Klasifikasi,Jenis,Subjek,Tahun,Penerbit
PENGARUH SOCIAL MEDIA MARKETING ACTIVITY INSTAGRAM TERHADAP PURCHASE INTENTION DI LE BLISS BOUQUET CIREBON SELSABILLA AL HAKIM,SELSABILLA AL HAKIM,SELSABILLA AL HAKIM,Dinda Amanda Zuliestiana,"<p><strong>Kata Kunci:</strong> Teknologi, <em>Social Media Marketing Activity, Puchase Intention, Brand Equity, E-WOM.</em></p>",,"658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,"Communication In Marketing, Social Media-communication In Marketing,",2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi & Informatika)"
"PENGARUH UKURAN PERUSAHAAN, PERTUMBUHAN PENJUALAN, PROFITABILITAS DAN LIKUIDITAS TERHADAP STRUKTUR MODAL (Studi Kasus pada Perusahaan Sub Sektor Makanan dan Minuman yang Terdaftar pada Bursa Efek Indonesia Tahun 2016-2020) ERVINA YULIA NINGRUM",ERVINA YULIA NINGRUM,ERVINA YULIA NINGRUM,Khairunnisa,,,"658.151 2 - Use of reports, Balance sheets, Income and expense statements, Profit and loss statements, Financial reports made to directors, stockholders, top management",Karya Ilmiah - Skripsi (S1) - Reference,"Profit Management, Financial Management,",2022,"Universitas Telkom, S1 Akuntansi"
Self-Disclosure of Indonesian Late Adolescent Age 18 to 24 Years on Instagram REGINA APRILLYA FEBRIANDA,REGINA APRILLYA FEBRIANDA,REGINA APRILLYA FEBRIANDA,Alila Pramiyanti,"<p><em>          The study results indicate that there are stages of self-disclosure in self-disclosure carried out by the eight informants. The eight informants have passed the orientation stage. There are five people in the affective assessment exchange stage. There is one person in the affective exchange stage. And two people at a stable stage. In addition, two forms of impact and benefits were found, which are positive and negative.</em></p>",,303.302 85 - Online Social Networks,Karya Ilmiah - Skripsi (S1) - Reference,"Online Social Networks, Social Groups,",2022,"Universitas Telkom, S1 Ilmu Komunikasi (International Class)"
THE IMPACT OF SOCIAL MEDIA MARKETING ON CONSUMER PURCHASE DECISION OF INNISFREE SHELLYANA KHOLIFATUL SABRINA,SHELLYANA KHOLIFATUL SABRINA,SHELLYANA KHOLIFATUL SABRINA,Heppy Millanyani,"<p> Penelitian ini bertujuan untuk mengetahui seberapa besar pengaruh pemasaran media sosial terhadap keputusan pembelian pada Innisfree. Penelitian ini menggunakan metode kuatitatif dengan regresi linear berganda. 400 kuisioner disebar menggunkan google form dengan target responden adalah mereka yang mengikuti akun Instagram Innisfree Indonesia, pernah melihat postingan promosi Innisfree Indonesia, dan pernah membeli produk Innisfree. </p>",<p>     </p>,"658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Communication Channels, Social Media-communication In Marketing,",2022,"Universitas Telkom, S1 International ICT Business"
The Influence of Brand Ambasador NCT 127 towards Nature Republic's Brand Image DZULFANIA RIZKYA APRILIANA,DZULFANIA RIZKYA APRILIANA,DZULFANIA RIZKYA APRILIANA,Dini Salmiyah Fithrah Ali,"<p>A brand ambassador is one of the strategies in the form of communication to improve the company's brand image. Consumers can decide on a good product or service based on the person who gives them influence. Therefore brand image is a form of status and personality of a product that is different from other brands. Brand image aims to benefit consumers who use and recognize the brand, not only for the benefit of the company. This study aims to determine how much influence the brand ambassador of NCT 127 has on the Brand Image of Nature Republic. This research uses a descriptive quantitative method. The sampling technique in this study used non-probability sampling with a purposive sampling type on 100 respondents who are followers of Instagram @naturerepublic.id who know NCT 127 as the Brand Ambassador of Nature Republic. This study has a simple linear regression model Y = 11.692 + 0.615 X. The regression coefficient of the regression variable (brand ambassador) positively influences brand image and will have the same increase of 0.615. The results of the correlation analysis showed that there was a relationship of 0.447. This research proves that H0 is rejected and H1 is accepted. The results showed that the influence of the NCT 127 brand ambassador on the Nature Republic Brand Image with a value of 19.9%, while the remaining 80.1% was influenced by other variables not discussed in this study.</p>",Seluruh 1 koleksi sedang dipinjam,"658.827 - Use of brands and trademarks, Business names, Producer and distributor brands",Karya Ilmiah - Skripsi (S1) - Reference,"Brand Image, Brand Management,",2022,"Universitas Telkom, S1 Ilmu Komunikasi (International Class)"
THE INFLUENCE OF ELECTRONIC WORD OF MOUTH ON TOURIST INTENTION AND ITS IMPACT ON VISIT DECISION (CASE STUDY TIKTOK ON TOURISM DESTINATION IN SPECIAL REGION OF YOGYAKARTA) KIRAN MAROEP MAULANA HUSNI,KIRAN MAROEP MAULANA HUSNI,KIRAN MAROEP MAULANA HUSNI,"HEPPY MILLANYANI, TARANDHIKA TANTRA","<p>The population in this study is Tourists who visited the Special Region of Yogyakarta during the Covid-19 pandemic in 2020-2022. Sampling using purposive sampling technique with the number of respondents as many as 100. Methods of data collection using the questionnaire method. Data analysis used SEM-PLS with research variables including electronic word of mouth, interest in visiting, and visiting decisions.</p>",Seluruh 1 koleksi sedang dipinjam,"658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Communication Channels, Marketing Management,",2022,"Universitas Telkom, S1 International ICT Business"
"The Influence of Social Media Marketing Instagram towards Brand Awareness, Brand Image and Brand Loyalty of @somethincofficial PRANADITYA SUKMANINGRUM SAVITRI P S",PRANADITYA SUKMANINGRUM SAVITRI P S,PRANADITYA SUKMANINGRUM SAVITRI P S,Indrawati,"<p>This study aims to see the effect of marketing activities using Instagram social media conducted by SomeThinc on Brand Awareness, Brand Image and Brand Loyalty. The sub-dimensions used in this study are Entertainment, Interaction, Trendiness, Advertisement, and Customization.</p>","<p>Suggestions for SomeThinc's skincare brand are to add more interaction content on social media like question and answer content, combine more form models and themes in content design with the purpose to attract followers, and create easy access to group information on social media related to the brand, increase the number of brand-campaign both outside the network and within the network, improve services provided by the front line and increase the value of the social media marketing brand. Suggestion for future research is conducting this research in different field companies.</p>","658.827 - Use of brands and trademarks, Business names, Producer and distributor brands",Karya Ilmiah - Skripsi (S1) - Reference,"Brand Management, Brand Awareness, Brand Image, Brand Loyalty,",2022,"Universitas Telkom, S1 International ICT Business"
THE INFLUENCE OF THE USE OF BRAND AMBASSADOR ‘STRAY KIDS’ IN SHOPEE 12.12 BIRTHDAY SALE ADVERTISEMENT AND SHOPEE’S BRAND IMAGE TOWARDS BRAND LOYALTY SRI NUR ASTIKA,SRI NUR ASTIKA,SRI NUR ASTIKA,Sylvie Nurfebiaraning,"<p>Keywords: Brand Ambassador, Brand Image, Brand Loyalty.</p>",,"658.827 - Use of brands and trademarks, Business names, Producer and distributor brands",Karya Ilmiah - Skripsi (S1) - Reference,"Brands-management, Brand Image,",2022,"Universitas Telkom, S1 Ilmu Komunikasi (International Class)"
Analisa Pemanfaatan Instagram sebagai Alat Komunikasi Pemasaran MNC Newsroom TAVIA CENDRAWASIH,TAVIA CENDRAWASIH,TAVIA CENDRAWASIH,"Freddy Yusanto, Dudi Rustandi",,,"302.23 - Media of Communication, Mass Media",Karya Ilmiah - Skripsi (S1) - Reference,"Media Study, Marketing Communication, Social Media,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
"ANALISIS EKONOMI POLITIK MEDIA RADIO JUSYAN 92,7 FM SUMEDANG DALAM UPAYA MEMPERTAHANKAN EKSISTENSI DI ERA DIGITAL IRA FAKHIRA RAMADINA",IRA FAKHIRA RAMADINA,IRA FAKHIRA RAMADINA,Abdul Fadli Kalaloi,,,000 - General Works,Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Radio  Navigation,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI KEPUTUSAN PEMBELIAN DI JAVA SEVEN FAULA NURLATIFAH,FAULA NURLATIFAH,FAULA NURLATIFAH,Trisha Gilang Saraswati,"<p>            Java Seven merupakan usaha kecil yang terletak di Cibaduyut, Bandung. Java Seven berdiri sejak tahun 2008 dengan penjualan yang terus meningkat setiap tahunnya sehingga merubah perusahaan dari Usaha Mikro menjadi Usaha Kecil. Namun pada tahun 2020 penjualan menurun secara signifikan yang mengakibatkan perusahaan berganti menjadi Usaha Mikro, hal ini karena omzet yang dihasilkan memasuki kriteria Usaha Mikro yaitu kurang dari Rp.300 juta perbulan (Kemenkopukm, 2018).  Hal inilah yang menjadi dasar atas penelitian ini. Penelitian ini dilakukan untuk mengetahui faktor-faktor yang mempengaruhi keputusan pembelian di Java Seven Bandung dan untuk mengetahui faktor dominan yang dapat mempengaruhi keputusan pembelian di Java Seven.</p>","<p style=""margin-left:7.1pt;"">         </p>","658.834 3 - Consumer attitudes, Preferences, Reactions, Brand preferences, Consumer satisfaction",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Preferences, Marketing Management,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
Analisis Faktor-Faktor Yang Mempengaruhi Perubahan Perilaku Konsumen Dalam Keputusan Pembelian Makanan Pada Aplikasi Gojek WINDA PUTRI DHARMAWAN,WINDA PUTRI DHARMAWAN,WINDA PUTRI DHARMAWAN,Farah Oktafani,<p>Pengumpulan data dalam penelitian ini melalui penyebaran kuesioner dan menggunakan analisis data kuantitatif yang bersifat deskriptif. Pengambilan sampel dilakukan dengan metode non-probability sampling yaitu dengan teknik purposive sampling. Sampel yang digunakan dalam penelitian ini adalah konsumen yang pernah menggunakan aplikasi Gofood pada Gojek dengan jumlah sebanyak 229 responden. Metode analisis pada penelitian ini adalah uji analisis faktor dan alat analisis yang digunakan dengan bantuan SPSS versi 28.</p>,,"658.834 2 - Consumer behavior, Motivation research, Consumer psychology",Karya Ilmiah - Skripsi (S1) - Reference,"Consumen Behaviour, Marketing Management,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
ANALISIS PENERAPAN MODEL UTAUT 2 PADA ADOPSI GOPAY DI KOTA BANDUNG NABILA NOORKANIA HAMZAH,NABILA NOORKANIA HAMZAH,NABILA NOORKANIA HAMZAH,Cut Irna Setiawati,"<p>Kata Kunci: Teknologi Finansial, UTAUT 2, Adopsi</p>",,"650.028 5 - Data processing, Computer applications in business",Karya Ilmiah - Skripsi (S1) - Reference,"Computer Application For Business, Consumer Behavior,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
ANALISIS SEMIOTIKA JOHN FISKE DALAM FILM NANTI KITA CERITA TENTANG HARI INI SEBAGAI REPRESENTASI KOMUNIKASI KELUARGA NAUFAN FAZA,NAUFAN FAZA,NAUFAN FAZA,Dewi K. Soedarsono,,,"302.2 - communication, content analysis, semiotics",Karya Ilmiah - Skripsi (S1) - Reference,"Semiotics, Film, Communication,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
EFEKTIVITAS BANDUNG COMMAND CENTER DALAM PENINGKATAN LAYANAN PUBLIK DI KOTA BANDUNG OKTARIAN YASRI,OKTARIAN YASRI,OKTARIAN YASRI,Nur Atnan,<p>Efektivitas dikatakan efektif apabila rencana dan program awal yang ditetapkan sudah tercapai. Pendekatan ini memakai tujuan program sebagai kriteria untuk menentukan keberhasilan. Pendekatan sasaran dalam pengukuran efektivitas dimulai dengan identifikasi dan mengukur tingkat keberhasilan organisasi dalam mencapai sasaran tersebut.</p>,"<p align=""center""> </p>",000 - General Works,Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Architecture,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
EFEKTIVITAS PENGGUNAAN WHATSAPP SEBAGAI MEDIA KOMUNIKASI ORGANISASI PROGRAM PTSL DI LINGKUNGAN PEGAWAI DINAS ATR/BPN KOTA PALEMBANG ACHMAD YAHYA,ACHMAD YAHYA,ACHMAD YAHYA,Pradipta Dirgantara,,,000 - General Works,Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Media Communication,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
Eksistensi Perempuan dalam Budaya Patriarki pada Iklan Teh Sariwangi versi #MariBicara Dengan Pasangan Bersama Hangatnya Sariwangi ALI MUHAMMAD RAMDHAN,ALI MUHAMMAD RAMDHAN,ALI MUHAMMAD RAMDHAN,Freddy Yusanto,"<p>Kata Kunci: Eksistensi Perempuan, Patriarki, Semiotika, Iklan</p>",,"302.2 - communication, content analysis, semiotics",Karya Ilmiah - Skripsi (S1) - Reference,"Semiotics, Communication, Culture,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
HAMBATAN KOMUNIKASI VERBAL ANTARA PASIEN DENGAN PETUGAS PELAYANAN PUBLIK PADA SAAT PANDEMI DI RUMAH SAKIT MATA NUSA TENGGARA BARAT (NTB) NUR PUTRI ANJUNG SARI,NUR PUTRI ANJUNG SARI,NUR PUTRI ANJUNG SARI,Iis Kurnia Nurhayati,"<p>Metode penelitian yang peneliti gunakan dalam penelitian ini adalah jenis metode kualitatif. Adapun untuk pendekatan yang digunakan adalah pendekatan fenomenologi. Teknik pengumpulan data menggunakan teknik wawancara, observasi, dan studi dokumentasi. Informan dalam penelitian ini terbagi atas informan utama dan informan pendukung. Informan utama berjumlah 9 (sembilan) orang dan informan pendukung berjumlah 2 (dua) orang. Analisis data dalam penelitian ini menggunakan teknik analisis data model Colaizzi Hamzah. A (2018:97).</p>",Seluruh 1 koleksi sedang dipinjam,302.224 - Verbal communication,Karya Ilmiah - Skripsi (S1) - Reference,"Verbal Communication, Communication,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
IMPLEMENTASI ALIRAN KOMUNIKASI ORGANISASI BADAN EKSEKUTIF MAHASISWA FAKULTAS KOMUNIKASI DAN BISNIS  UNIVERSITAS TELKOM DEFRINA DWIFANI,DEFRINA DWIFANI,DEFRINA DWIFANI,Dewi K. Soedarsono,"<p>Kata Kunci: Organisasi Kemahasiswaan, Komunikasi Organisasi, Aliran Komunikasi Organisasi</p>",,"302.2 - communication, content analysis, semiotics",Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Communication Organization,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
JURNALISME DAN WAWANCARA KURSI KOSONG MENTERI TERAWAN (Analisis Semiotika Roland Barthes Dalam Episode Wawancara Kursi Kosong Mata Najwa Tahun 2020) RESSA SEFTIANA,RESSA SEFTIANA,RESSA SEFTIANA,Abdul Fadli K,,,"302.2 - communication, content analysis, semiotics",Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Jurnalism Ethics, Interview, Semiotics,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
MAKNA MOTIVASI DALAM SERIAL DOKUMENTER NETFLIX “THE LAST DANCE” (Analisis Semiotika John Fiske) MUHAMMAD DAFFA HAUZAN,MUHAMMAD DAFFA HAUZAN,MUHAMMAD DAFFA HAUZAN,Reni Nuraeni,<p> </p>,,"302.2 - communication, content analysis, semiotics",Karya Ilmiah - Skripsi (S1) - Reference,"Semiotics, Communication, Dokumentary Films,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
PENERIMAAN PESAN  DETERMINISME TEKNOLOGI DALAM FILM DOKUMENTER “THE SOCIAL DILEMMA”  (Analisis Resepsi pada Kalangan Remaja) TIA HANNA DINIASTI,TIA HANNA DINIASTI,TIA HANNA DINIASTI,Rizca Haqqu,<p> </p>,Seluruh 1 koleksi sedang dipinjam,000 - General Works,Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Film,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
Pengaruh Brand Equity Terhadap Minat Beli Pada Produk Kosmetik Pixy Di Kota Bandung HANIA SALSABILA,HANIA SALSABILA,HANIA SALSABILA,Imanuddin Hasbi,"<p>Penelitian ini bertujuan untuk mengetahui bagaimana pengaruh <em>brand equity</em> secara parsial maupun simultan yang terdiri dari <em>brand awareness, perceived quality, brand association,</em> dan <em>brand loyalty</em> terhadap minat beli, dan juga ingin mengetahui seberapa besar pengaruh dari <em>brand equity </em>terhadap minat beli pada produk kosmetik Pixy di Kota Bandung.</p>",,"658.827 - Use of brands and trademarks, Business names, Producer and distributor brands",Karya Ilmiah - Skripsi (S1) - Reference,"Brands-marketing Strategy, Consumer Preferences,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH BRAND IMAGE TERHADAP KEPUTUSAN PEMBELIAN DENGAN HARGA SEBAGAI VARIABEL INTERVENING (STUDI PADA PRODUK IPHONE DI KOTA BANDUNG) MEIRISSA PURWANDANI,MEIRISSA PURWANDANI,MEIRISSA PURWANDANI,Arry Widodo,<p> Penelitian ini menggunakan metode kuantitaitf dengan pendekatan deksriptif. Menggunakan teknik <em>nonprobability sampling </em>dengan sampling sebanyak 100 responden. Pengumpulan data dilakukan melalui penyebaran kuisioner kepada konsumen yang menggunakan produk <em>iPhone </em>di Kota Bandung. Metode analisis yang digunakan adalah analisis deskriptif dan kausal menggunakan SEM-PLS. Pengolahan data dilakukan dengan menggunakan <em>software SmartPLS </em>3.0. </p>,,"658.827 - Use of brands and trademarks, Business names, Producer and distributor brands",Karya Ilmiah - Skripsi (S1) - Reference,"Brand Image, Consumer Preferences,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH BRAND TRUST DAN SERVICE RECOVERY TERHADAP LOYALITAS PELANGGAN PT. HARMONI DINAMIK INDONESIA (HDI)  DI KOTA BALIKPAPAN NADILLA KHOILINA RAHMANDA,NADILLA KHOILINA RAHMANDA,NADILLA KHOILINA RAHMANDA,Farah Oktafani,"<p>Metode penelitian ini menggunakan metode kuantitatif dan populasinya adalah pelanggan yang sudah pernah membeli produk HDI lebih dari 2x dan pernah mengalami <em>service failure </em>di stokis kota Balikpapan. Teknik penentuan sampel yang digunakan dalam penelitian ini yaitu teknik non probability sampling dengan teknik purposive sampling, dengan jumlah 100 sampel.</p>",,"658.812 - Customer relationships, Claims, Complaints, Returns, Servicing of products",Karya Ilmiah - Skripsi (S1) - Reference,"Customer Services-management, Brand, Loyalty,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH CORPORATE REBRANDING DAN INOVASI PRODUK PEGADAIAN DIGITAL SERVICE (PDS) TERHADAP BRAND IMAGE PT PEGADAIAN (Studi Pada Kantor PT Pegadaian Di Kota dan Kabupaten Bandung) ADZKA AYUNA GINANJAR,ADZKA AYUNA GINANJAR,ADZKA AYUNA GINANJAR,Cut Irna Setiawati,"<p>Penelitian ini bertujuan untuk mengetahui <em>corporate rebranding</em> dan inovasi produk terhadap <em>brand image</em> pada PT Pegadaian (Studi Pada Kantor PT Pegadaian Di Kota dan Kabupaten Bandung), penelitian yang digunakan yaitu penelitian analisis deskriptif verifikatif kuantitatif. Populasi pada penelitian ini adalah nasabah PT Pegadaian yang pernah melakukan transaksi di PT Pegadaian dan berdomisili di Kota dan Kabupaten Bandung. Penelitian ini menggunakan tingkat kesalahan 5%, dan jumlah sampelnya yaitu sebesar 400 Responden.</p>","<p>Kata Kunci: <em>Corporate Rebranding</em>, Inovasi Produk, <em>Brand Image</em></p> </div>","658.827 - Use of brands and trademarks, Business names, Producer and distributor brands",Karya Ilmiah - Skripsi (S1) - Reference,"Brands-marketing Strategy, Brand Image,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
Pengaruh E-Service Quality dan Brand Image Terhadap Minat Beli Konsumen Pada Aplikasi Berrybenka SYIFA AGUSTINI FAUZIAH,SYIFA AGUSTINI FAUZIAH,SYIFA AGUSTINI FAUZIAH,Imanuddin Hasbi,"<p>            Metode.penelitian.kuantitatif dipergunakan pada penelitian ini menggunakan.jenis.penelitian.deskriptif, pengambilan sampel dilakukan menggunakan teknik <em>nonprobability sampling</em> dengan banyaknya responden 100. Data dianalisis melalui teknik analisis deskriptif dan analisis regresi linear berganda memanfaatkan IBM SPSS Statistics 25. </p>","<p><strong>Kata Kunci : <em>E-Service Quality, Brand Image</em>, Minat Beli </strong></p>",658.809 - Services marketing,Karya Ilmiah - Skripsi (S1) - Reference,"Service Marketing-management, Marketing Management,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH E-SERVICE QUALITY DAN PROMOSI TERHADAP E-SATISFACTION LAYANAN SHOPEEFOOD PADA GENERASI Z DI WILAYAH DKI JAKARTA RAYHAN AZMAN TAHER,RAYHAN AZMAN TAHER,RAYHAN AZMAN TAHER,Fitriani Nur Utami,,,658.809 - Services marketing,Karya Ilmiah - Skripsi (S1) - Reference,"Service Marketing-management, Consumer Satisfaction,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH E-SERVICE QUALITY TERHADAP E-CUSTOMER LOYALTY MELALUI E-CUSTOMER SATISFACTION SEBAGAI VARIABEL  INTERVENING PADA APLIKASI ZALORA ANNISA NURUL FITRIANI,ANNISA NURUL FITRIANI,ANNISA NURUL FITRIANI,Mahir Pradana,"<p>Kata kunci: E-Service Quality, E-Customer Loyalty, E-Customer Satisfaction.</p>",,658.809 - Services marketing,Karya Ilmiah - Skripsi (S1) - Reference,"Service Marketing-management, Customer Loyalty,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH E-SERVICE QUALITY TERHADAP E-CUSTOMER SATISFACTION APLIKASI ALFAGIFT DI PROVINSI JAWA BARAT VIDA WAHDA MAULIDA,VIDA WAHDA MAULIDA,VIDA WAHDA MAULIDA,Fitriani Nur Utami,<p>Penelitian ini dilakukan untuk mengetahui pengaruh <em>e service quality</em> terhadap <em>e customer satisfaction</em> aplikasi Alfagift di Provinsi Jawa Barat. Penelitian ini menggunakan metode kuantitatif dengan jenis penelitian deskriptif. Pengambilan sampel dilakukan dengan metode <em>non probabiliity sampling</em> dengan jenis <em>purposive sampling</em> dengan jumlah sampel yang digunakan sebanyak 100 responden. Dalam penelitian ini yang menjadi populasi adalah seluruh pengguna yang pernah bertransaksi menggunakan aplikasi Alfagift yang berdomisili di Provinsi Jawa Barat yang jumlahnya tidak diketahui secara pasti. Teknik analisis data yang digunakan adalah analisis deskriptif dan analisis regresi linier sederhana. Pengujian dilakukan dengan menggunakan bantuan SPSS 25.</p>,,658.809 - Services marketing,Karya Ilmiah - Skripsi (S1) - Reference,"Service Management-quality, Consumer Satisfaction,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
Pengaruh Endorsement Influencer Instagram Terhadap Keputusan Pembelian Produk Melalui Minat Beli Sebagai Variabel Intervening AUDREY RAIHAN SATRIO JATI,AUDREY RAIHAN SATRIO JATI,AUDREY RAIHAN SATRIO JATI,Sherly Artadita,,,"658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Communication Channels, Consumer Preferences,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
"PENGARUH GAYA KEPEMIMPINAN TRANSFORMASIONAL, EFEKTIVITAS KOMUNIKASI, DAN MOTIVASI TERHADAPA LOYALITAS KARYAWAN PT PEGADAIAN KANTOR WILAYAH X BANDUNG CANDELANI RAIHAN NADILA",CANDELANI RAIHAN NADILA,CANDELANI RAIHAN NADILA,Akhmad Yunani,<p>            Penelitian ini menggunakan metode kuantitatif. Pengambilan sampel dilakukan dengan metode <em>probability sampling</em> jenis <em>sampling</em> jenuh dengan jumlah responden sebanyak 56 orang. Teknik analisis data yang digunakan dalah analisis deskriptif dan analisis regresi linear berganda.</p>,,658.3 - Personnel management,Karya Ilmiah - Skripsi (S1) - Reference,"Human Resouces Management, Leadership,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
Pengaruh Kepuasan Pelanggan Terhadap Minat Beli Ulang Produk Somethinc CLARISA SALSABILA,CLARISA SALSABILA,CLARISA SALSABILA,Taufan Umbara,,,"658.834 3 - Consumer attitudes, Preferences, Reactions, Brand preferences, Consumer satisfaction",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Satisfaction, Consumer Preferences, Marketing Management,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH KONTEN TIKTOK @BUIRAMIRA TERHADAP PENGETAHUAN TUGAS AKHIR MAHASISWA AMILA NAFILA VIDYANA,AMILA NAFILA VIDYANA,AMILA NAFILA VIDYANA,Nur Atnan,<p> </p>,Seluruh 1 koleksi sedang dipinjam,000 - General Works,Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Media Sosial Path,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
PENGARUH KUALITAS PELAYANAN TERHADAP KEPUASAN KONSUMEN JASA PENGIRIMAN PADA JNT EXPRESS DI GARUT NURUL FAUZIYAH RAHMAH,NURUL FAUZIYAH RAHMAH,NURUL FAUZIYAH RAHMAH,Fitriani Nur Utami,,,"658.812 - Customer relationships, Claims, Complaints, Returns, Servicing of products",Karya Ilmiah - Skripsi (S1) - Reference,"Customer Service, Service Quality,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
Pengaruh Media Sosial Twitter @Greenpeace.Id Terhadap Sikap Peduli Lingkungan PUTRI RAHMADHANI,PUTRI RAHMADHANI,PUTRI RAHMADHANI,Ira Dwi Mayangsari,<p> </p>,Seluruh 1 koleksi sedang dipinjam,302.302 85 - Online social networks,Karya Ilmiah - Skripsi (S1) - Reference,"Social Media, Social Media-management,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
Pengaruh Motivasi Kerja Dan Disiplin Kerja Terhadap Kinerja Karyawan  Pt.Pln (Persero) Ulp Kota Timur Pekanbaru MUHAMMAD RAVY,MUHAMMAD RAVY,MUHAMMAD RAVY,Alex Winarno,"<p>PT. PLN (Persero) merupakan BUMN yang berkomitmen dalam memberikan pelayanan terbaik kepada setiap masyarakat melalui penyediaan listrik dengan jangkauan hingga ke berbagai daerah. Sebagai salah satu Unit Layanan Pelanggan (ULP) di Kota Pekanbaru, perusahaan sangat memperhatikan bagaimana kinerja karyawannya berperan dalam mencapai tujuan perusahaan. Namun berdasarkan data 2018-2020 diketahui terjadi penurunan kinerja karyawan yang diduga dipengaruhi oleh motivasi dan disiplin kerja.Tujuan penelitian ini adalah mengetahui dan menganalisis pengaruh motivasi dan disiplin kerja terhadap kinerja karyawan PT. PLN (Persero) ULP Kota Timur Pekanbaru Metode penelitian menggunakan metode kuantitatif dengan jenis penelitian deskriptif-kausalitas. Pengambilan sampel dilakukan dengan teknik non probability sampling yang digunakan adalah sampling jenuh berjumlah 110 karyawan PT. PLN (Persero) ULP Kota Timur Pekanbaru. Teknik analisis data yang menggunakan analisis deskriptif dan regresi berganda. Berdasarkan hasil analisis deskriptif menunjukan bahwa variabel motivasi kerja, disiplin kerja, dan kinerja karyawan termasuk dalam kategori baik . Hasil penelitian menunjukan bahwa motivasi kerja dan disiplin kerja berpengaruh signifikan secara masing-masing dan bersamaan terhadap kinerja karyawan PT. PLN (Persero) ULP Kota Timur Pekanbaru.</p>",Seluruh 1 koleksi sedang dipinjam,"658.315 - Employer-employee relationships, Labor relations",Karya Ilmiah - Skripsi (S1) - Reference,"Employee Motivation, Performance,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
